Area/SCP,isNA,IDna,IDnz,IDct,IZna,ODna,ODnz,ODct,OZna,IDnzPct,ODnzPct,IZnaPct,OZnaPct
"('N546', '00-00-04')",0,0,14815,14999,0,0,14892,14999,0,0.9877325155010334,0.9928661910794052,0.0,0.0
"('N324', '00-02-01')",15624,0,0,15624,15624,0,257,15624,0,0.0,0.0164490527393753,1.0,0.0
"('N067', '00-03-02')",0,0,14827,15175,0,0,14515,15175,0,0.9770675453047776,0.956507413509061,0.0,0.0
"('N187', '00-05-01')",14910,0,0,14910,14910,0,157,14910,0,0.0,0.0105298457411133,1.0,0.0
"('N336', '00-00-05')",0,0,14825,14986,0,0,14844,14986,0,0.9892566395302282,0.9905244895235552,0.0,0.0
"('N546', '00-00-06')",0,0,14777,14999,0,0,14894,14999,0,0.9851990132675512,0.99299953330222,0.0,0.0
"('R240', '00-06-01')",0,0,2782,3295,0,0,3039,3295,0,0.844309559939302,0.9223065250379364,0.0,0.0
"('N507', '00-00-00')",0,0,12574,15077,0,0,15058,15077,0,0.8339855408900975,0.9987398023479472,0.0,0.0
"('R600', '00-00-00')",0,0,13368,14876,0,0,13842,14876,0,0.8986286636192525,0.9304920677601506,0.0,0.0
"('R621', '00-05-00')",2740,0,97,2740,0,0,0,2740,2740,0.0354014598540146,0.0,0.0,1.0
"('R190', '00-06-00')",0,0,13759,14665,0,0,14029,14665,0,0.938220252301398,0.9566314353903852,0.0,0.0
"('N554', '01-04-00')",14788,0,174,14788,0,0,0,14788,14788,0.0117662969975655,0.0,0.0,1.0
"('B024A', '02-00-00')",0,0,14200,14954,0,0,14792,14954,0,0.9495787080379832,0.9891667781195668,0.0,0.0
"('R532H', '02-03-04')",0,0,1786,14969,0,0,4248,14969,0,0.1193132473779143,0.2837864920836395,0.0,0.0
"('PTH22', '02-03-03')",0,0,1195,1203,0,0,1190,1203,0,0.9933499584372404,0.9891936824605154,0.0,0.0
"('R510', '00-03-01')",0,0,5105,5515,0,0,5110,5515,0,0.9256572982774252,0.9265639165911153,0.0,0.0
"('B027', '00-00-01')",0,0,14849,14968,0,0,14878,14968,0,0.992049706039551,0.9939871726349546,0.0,0.0
"('J007', '00-05-00')",14760,0,1422,14760,0,0,0,14760,14760,0.0963414634146341,0.0,0.0,1.0
"('N330C', '01-06-03')",0,0,13771,14754,0,0,13082,14754,0,0.933374000271113,0.8866748000542226,0.0,0.0
"('N339A', '00-00-C7')",0,0,0,0,0,0,0,0,0,,,,
"('N095A', '01-03-05')",0,0,14310,15046,0,0,14728,15046,0,0.9510833444104746,0.978864814568656,0.0,0.0
"('A025', '01-00-00')",0,0,15007,15082,0,0,15070,15082,0,0.9950271847235116,0.999204349555762,0.0,0.0
"('R208', '03-00-01')",0,0,12829,14895,0,0,14075,14895,0,0.8612957368244377,0.9449479691171534,0.0,0.0
"('R217A', '00-00-00')",0,0,14964,15086,0,0,14833,15086,0,0.9919130319501523,0.9832294842900704,0.0,0.0
"('N044', '00-03-01')",0,0,14648,15056,0,0,14884,15056,0,0.9729011689691818,0.988575982996812,0.0,0.0
"('N504', '02-06-02')",0,0,14590,14976,0,0,13486,14976,0,0.9742254273504274,0.9005074786324786,0.0,0.0
"('N601A', '01-05-01')",10631,0,0,10631,10631,0,160,10631,0,0.0,0.0150503245226225,1.0,0.0
"('N185', '00-00-02')",0,0,14473,14921,0,0,14672,14921,0,0.9699752027344012,0.9833121104483614,0.0,0.0
"('R601A', '02-05-00')",14912,0,3181,14912,0,0,0,14912,14912,0.2133181330472103,0.0,0.0,1.0
"('R329', '00-00-01')",0,0,14522,14925,0,0,14767,14925,0,0.972998324958124,0.9894137353433836,0.0,0.0
"('PTH20', '03-00-02')",0,0,2016,13738,0,0,12814,13738,0,0.1467462512738389,0.9327413014994904,0.0,0.0
"('N301', '00-00-00')",0,0,14600,14906,0,0,14802,14906,0,0.9794713538172548,0.9930229437810276,0.0,0.0
"('R262', '03-03-01')",0,0,14757,14981,0,0,14909,14981,0,0.98504772712102,0.9951939122888992,0.0,0.0
"('N110', '00-03-02')",0,0,14199,15011,0,0,14437,15011,0,0.9459063353540736,0.9617613749916728,0.0,0.0
"('R138', '00-03-03')",0,0,14798,15223,0,0,15087,15223,0,0.9720817184523418,0.9910661499047494,0.0,0.0
"('R533', '00-03-02')",0,0,14899,15224,0,0,14930,15224,0,0.9786521282186024,0.9806883867577508,0.0,0.0
"('H007A', '02-00-02')",0,0,2924,3335,0,0,3138,3335,0,0.8767616191904049,0.9409295352323838,0.0,0.0
"('PTH18', '01-02-01')",0,0,9625,13840,0,0,8444,13840,0,0.6954479768786127,0.6101156069364162,0.0,0.0
"('B004', '00-00-02')",0,0,14380,15041,0,0,14711,15041,0,0.9560534538926933,0.9780599694169272,0.0,0.0
"('R228', '00-00-02')",0,0,13021,13789,0,0,13153,13789,0,0.9443034302705056,0.9538762781927624,0.0,0.0
"('R527', '00-03-04')",0,0,14545,15077,0,0,14851,15077,0,0.9647144657425216,0.9850102805597932,0.0,0.0
"('R123', '00-00-00')",0,0,14580,14835,0,0,14656,14835,0,0.9828109201213346,0.9879339400067408,0.0,0.0
"('R232', '02-00-00')",0,0,13847,15024,0,0,14398,15024,0,0.9216586794462194,0.9583333333333334,0.0,0.0
"('R176', '00-00-00')",0,0,14391,14939,0,0,14625,14939,0,0.9633174911305976,0.9789811901733716,0.0,0.0
"('N539A', '00-05-01')",0,0,3951,3961,0,0,3899,3961,0,0.997475385003787,0.9843473870234788,0.0,0.0
"('N316A', '01-00-01')",0,0,14008,14893,0,0,13943,14893,0,0.9405761095816828,0.9362116430537836,0.0,0.0
"('N063A', '00-00-03')",0,0,15138,15280,0,0,15196,15280,0,0.9907068062827226,0.9945026178010472,0.0,0.0
"('PTH17', '01-01-04')",0,0,13569,13975,0,0,13379,13975,0,0.970948121645796,0.9573524150268335,0.0,0.0
"('N702A', '01-03-00')",0,0,9384,10138,0,0,10013,10138,0,0.9256263562832906,0.9876701519037284,0.0,0.0
"('N555', '00-00-00')",0,0,13140,14861,0,0,13662,14861,0,0.8841935266805733,0.919319022945966,0.0,0.0
"('N500', '00-00-00')",0,0,14523,15034,0,0,14695,15034,0,0.9660103764799788,0.9774511108154847,0.0,0.0
"('R528', '00-00-01')",0,0,14948,14999,0,0,14972,14999,0,0.9965997733182212,0.9981998799919994,0.0,0.0
"('N340A', '01-03-03')",0,0,13786,15098,0,0,14715,15098,0,0.9131010729898,0.9746324016426016,0.0,0.0
"('G001', '00-00-01')",0,0,14893,15062,0,0,14943,15062,0,0.98877971052981,0.9920993227990972,0.0,0.0
"('N060', '01-05-00')",15037,0,2019,15037,0,0,0,15037,15037,0.1342688036177429,0.0,0.0,1.0
"('N134', '00-03-01')",0,0,14090,14911,0,0,14223,14911,0,0.9449399771980416,0.9538595667627926,0.0,0.0
"('R102', '01-03-02')",0,0,13408,14914,0,0,12772,14914,0,0.8990210540431809,0.8563765589379106,0.0,0.0
"('R626', '00-05-00')",15136,0,2880,15136,0,0,0,15136,15136,0.1902748414376321,0.0,0.0,1.0
"('PTH22', '00-02-00')",0,0,7319,7939,0,0,7400,7939,0,0.9219045219800982,0.9321073183020532,0.0,0.0
"('N400A', '02-00-03')",0,0,7925,8248,0,0,7737,8248,0,0.960838991270611,0.9380455868089234,0.0,0.0
"('R244A', '01-00-03')",0,0,14714,14874,0,0,14691,14874,0,0.9892429743176012,0.9876966518757564,0.0,0.0
"('R259', '00-00-01')",0,0,14622,14908,0,0,14852,14908,0,0.9808156694392272,0.996243627582506,0.0,0.0
"('N339A', '00-03-01')",0,0,14905,15601,0,0,14865,15601,0,0.9553874751618486,0.9528235369527596,0.0,0.0
"('J021', '00-00-00')",0,0,14517,14895,0,0,14603,14895,0,0.9746223564954682,0.9803961060758644,0.0,0.0
"('PTH03', '00-00-09')",0,0,9392,13587,0,0,13459,13587,0,0.6912489880032384,0.9905792301464637,0.0,0.0
"('R247', '01-00-03')",0,0,14223,14905,0,0,14384,14905,0,0.9542435424354244,0.9650452868165044,0.0,0.0
"('N304', '01-03-01')",0,0,8098,15099,0,0,9125,15099,0,0.5363269090668256,0.6043446585866614,0.0,0.0
"('H014', '00-00-02')",0,0,14592,15189,0,0,14707,15189,0,0.9606952399762988,0.9682665086575812,0.0,0.0
"('B020', '00-00-01')",0,0,14448,15066,0,0,14319,15066,0,0.9589804858622064,0.9504181600955794,0.0,0.0
"('H041', '00-00-02')",0,0,13894,14447,0,0,13934,14447,0,0.9617221568491728,0.9644908977642416,0.0,0.0
"('N224', '00-00-00')",0,0,14675,14926,0,0,14843,14926,0,0.983183706284336,0.9944392335521908,0.0,0.0
"('N043', '00-03-01')",0,0,5326,6108,0,0,5912,6108,0,0.8719711853307138,0.9679109364767516,0.0,0.0
"('N182', '00-00-02')",0,0,14616,14907,0,0,13247,14907,0,0.980478969611592,0.888642919433823,0.0,0.0
"('N128', '00-00-02')",0,0,9929,10734,0,0,10709,10734,0,0.9250046580957704,0.9976709521147756,0.0,0.0
"('A022', '01-00-00')",0,0,15024,15087,0,0,15051,15087,0,0.9958242195267448,0.9976138397295684,0.0,0.0
"('R210', '00-03-02')",0,0,14426,14951,0,0,14697,14951,0,0.9648852919537154,0.9830111698214168,0.0,0.0
"('R101', '02-03-02')",0,0,8538,9207,0,0,8979,9207,0,0.9273378950798306,0.9752362333007494,0.0,0.0
"('R534', '01-05-00')",14872,0,4143,14872,0,0,0,14872,14872,0.2785771920387305,0.0,0.0,1.0
"('N327', '00-05-00')",0,0,13725,15057,0,0,14569,15057,0,0.9115361625821876,0.9675898253304112,0.0,0.0
"('N306', '00-00-00')",0,0,13238,15121,0,0,13025,15121,0,0.8754711989947754,0.861384829045698,0.0,0.0
"('R604', '03-00-00')",0,0,14684,14856,0,0,14789,14856,0,0.9884221863220248,0.9954900376952072,0.0,0.0
"('N523', '00-00-03')",0,0,14665,14967,0,0,14758,14967,0,0.9798222756731476,0.9860359457473108,0.0,0.0
"('R245', '00-03-02')",0,0,1181,1264,0,0,1207,1264,0,0.9343354430379748,0.9549050632911392,0.0,0.0
"('PTH13', '00-00-07')",0,0,6111,11630,0,0,8177,11630,0,0.525451418744626,0.7030954428202923,0.0,0.0
"('PTH07', '00-00-01')",0,0,13698,14062,0,0,13952,14062,0,0.9741146351870288,0.9921774996444318,0.0,0.0
"('A069', '01-06-00')",0,0,10082,10804,0,0,10672,10804,0,0.9331728989263236,0.987782302850796,0.0,0.0
"('N213', '00-00-05')",0,0,14988,15214,0,0,15134,15214,0,0.9851452609438676,0.9947416852898646,0.0,0.0
"('B017', '00-00-04')",0,0,0,0,0,0,0,0,0,,,,
"('E009', '00-06-00')",0,0,14026,14745,0,0,14079,14745,0,0.9512377076975246,0.9548321464903357,0.0,0.0
"('R285', '00-00-02')",0,0,14719,14830,0,0,14797,14830,0,0.9925151719487524,0.9977747808496292,0.0,0.0
"('H037', '00-00-01')",0,0,14193,14912,0,0,14484,14912,0,0.9517837982832618,0.9712982832618026,0.0,0.0
"('B022', '00-05-02')",0,0,13996,15044,0,0,14341,15044,0,0.93033767614996,0.9532704068067004,0.0,0.0
"('N422', '00-00-00')",0,0,14717,14851,0,0,14778,14851,0,0.9909770385832604,0.9950845060938658,0.0,0.0
"('N207', '00-00-03')",0,0,14159,14232,0,0,14185,14232,0,0.9948707138842046,0.996697582911748,0.0,0.0
"('N512', '00-00-01')",0,0,14707,14890,0,0,14868,14890,0,0.9877098723975822,0.9985224983210208,0.0,0.0
"('N337', '00-00-02')",0,0,13881,14941,0,0,13311,14941,0,0.9290542801686634,0.8909042232782277,0.0,0.0
"('N092', '03-00-00')",0,0,14839,15005,0,0,14930,15005,0,0.9889370209930024,0.9950016661112964,0.0,0.0
"('N073', '02-00-02')",0,0,14302,14940,0,0,14695,14940,0,0.9572958500669344,0.9836010709504686,0.0,0.0
"('N119', '00-00-00')",0,0,14617,14950,0,0,14683,14950,0,0.9777257525083612,0.9821404682274248,0.0,0.0
"('R164', '00-00-01')",0,0,14340,14954,0,0,14434,14954,0,0.9589407516383576,0.965226695198609,0.0,0.0
"('R183', '00-51-02')",0,0,0,0,0,0,0,0,0,,,,
"('R131', '00-00-01')",0,0,14460,14922,0,0,14583,14922,0,0.969039002814636,0.9772818657016484,0.0,0.0
"('N192', '00-05-00')",14980,0,395,14980,0,0,0,14980,14980,0.0263684913217623,0.0,0.0,1.0
"('R550', '00-03-00')",0,0,12492,13059,0,0,12737,13059,0,0.9565816678152996,0.9753426755494295,0.0,0.0
"('B032', '00-00-00')",0,0,14608,14884,0,0,14716,14884,0,0.9814565976887932,0.9887127116366567,0.0,0.0
"('PTH11', '00-00-08')",1,0,1,1,1,0,1,1,1,1.0,1.0,1.0,1.0
"('N559', '00-06-01')",0,0,3428,6374,0,0,5291,6374,0,0.5378098525258864,0.8300909946658299,0.0,0.0
"('A033', '02-00-01')",0,0,14079,15009,0,0,14716,15009,0,0.938037177693384,0.9804783796388832,0.0,0.0
"('A058', '01-06-02')",0,0,11092,15013,0,0,8230,15013,0,0.7388263504962366,0.5481915673083327,0.0,0.0
"('R110', '01-03-03')",0,0,13705,14906,0,0,14028,14906,0,0.9194284180866764,0.9410975446129076,0.0,0.0
"('R185', '00-06-01')",0,0,16,18,0,0,18,18,0,0.8888888888888888,1.0,0.0,0.0
"('PTH22', '00-00-05')",0,0,7141,7714,0,0,7158,7714,0,0.925719471091522,0.9279232564169044,0.0,0.0
"('N070', '04-05-01')",15075,0,0,15075,15075,0,709,15075,0,0.0,0.0470315091210613,1.0,0.0
"('A046', '00-06-00')",0,0,14618,15064,0,0,14595,15064,0,0.9703929899097186,0.9688661710037176,0.0,0.0
"('R519', '00-00-03')",0,0,14129,14931,0,0,14468,14931,0,0.9462862500837184,0.968990690509678,0.0,0.0
"('N062A', '00-05-01')",0,0,14863,14969,0,0,14946,14969,0,0.992918698643864,0.998463491215178,0.0,0.0
"('N333B', '02-01-00')",0,0,14698,15032,0,0,14873,15032,0,0.9777807344332092,0.9894225651942524,0.0,0.0
"('N120A', '01-06-00')",0,0,14705,14879,0,0,14690,14879,0,0.9883056657033404,0.9872975334363868,0.0,0.0
"('E005', '00-00-01')",0,0,14654,14945,0,0,14728,14945,0,0.9805286048845768,0.985480093676815,0.0,0.0
"('N089', '00-04-02')",0,0,14020,14386,0,0,14157,14386,0,0.9745585986375644,0.9840817461420824,0.0,0.0
"('A030', '01-00-01')",0,0,14457,15005,0,0,14415,15005,0,0.963478840386538,0.9606797734088636,0.0,0.0
"('R232A', '03-06-00')",0,0,14206,14870,0,0,13998,14870,0,0.9553463349024882,0.9413584398117014,0.0,0.0
"('R159', '01-00-00')",0,0,13901,14649,0,0,14150,14649,0,0.94893849409516,0.9659362413816642,0.0,0.0
"('A011', '01-05-01')",4243,0,0,4243,4243,0,21,4243,0,0.0,0.0049493283054442,1.0,0.0
"('N600', '00-06-03')",0,0,13360,14026,0,0,13223,14026,0,0.9525167545986026,0.9427491800941108,0.0,0.0
"('N531', '01-06-00')",0,0,12719,14958,0,0,14572,14958,0,0.8503142131300976,0.9741944110175156,0.0,0.0
"('N215', '00-00-02')",0,0,8525,8666,0,0,8633,8666,0,0.9837295176552042,0.9961920147703668,0.0,0.0
"('PTH07', '00-02-04')",0,0,6557,14012,0,0,10867,14012,0,0.4679560376819868,0.7755495289751642,0.0,0.0
"('R526', '00-03-03')",0,0,14687,15082,0,0,14891,15082,0,0.973809839543827,0.987335897095876,0.0,0.0
"('R418', '00-00-00')",0,0,14707,14865,0,0,14762,14865,0,0.98937100571813,0.993070972082072,0.0,0.0
"('N511', '03-00-01')",0,0,14548,14848,0,0,14419,14848,0,0.9797952586206896,0.9711072198275862,0.0,0.0
"('R636', '00-00-02')",0,0,14613,14955,0,0,14730,14955,0,0.9771313941825476,0.9849548645937812,0.0,0.0
"('N025', '01-00-02')",0,0,14919,15083,0,0,15035,15083,0,0.9891268315321886,0.9968176092289333,0.0,0.0
"('PTH01', '00-00-06')",0,0,11002,14025,0,0,8264,14025,0,0.7844563279857397,0.5892335115864528,0.0,0.0
"('R622', '00-00-04')",0,0,14828,14978,0,0,14918,14978,0,0.9899853117906262,0.9959941247162504,0.0,0.0
"('K025', '00-03-00')",0,0,14120,15057,0,0,14256,15057,0,0.937769808062695,0.9468021518230724,0.0,0.0
"('A084', '01-06-01')",0,0,5123,5904,0,0,2683,5904,0,0.8677168021680217,0.4544376693766938,0.0,0.0
"('N309A', '00-05-02')",15146,0,354,15146,0,0,0,15146,15146,0.0233725075927637,0.0,0.0,1.0
"('N330', '00-00-02')",0,0,14966,14994,0,0,14975,14994,0,0.9981325863678804,0.9987328264639188,0.0,0.0
"('R422', '00-06-03')",26,0,0,26,26,0,0,26,26,0.0,0.0,1.0,1.0
"('R327', '01-05-01')",14901,0,0,14901,14901,0,213,14901,0,0.0,0.0142943426615663,1.0,0.0
"('R137', '02-03-00')",0,0,7182,14907,0,0,7283,14907,0,0.4817870798953512,0.4885624203394378,0.0,0.0
"('PTH08', '00-01-01')",0,0,2357,3452,0,0,2765,3452,0,0.68279258400927,0.8009849362688297,0.0,0.0
"('PTH16', '01-01-03')",0,0,12512,13888,0,0,12755,13888,0,0.9009216589861752,0.9184187788018432,0.0,0.0
"('N324', '00-00-04')",0,0,15381,15614,0,0,15323,15614,0,0.9850774945561676,0.9813628794671448,0.0,0.0
"('R206', '02-05-01')",14440,0,0,14440,14440,0,0,14440,14440,0.0,0.0,1.0,1.0
"('R169', '01-00-05')",0,0,14444,14984,0,0,14945,14984,0,0.9639615589962628,0.9973972237052856,0.0,0.0
"('N195', '00-05-00')",14888,0,341,14888,0,0,0,14888,14888,0.0229043524986566,0.0,0.0,1.0
"('N094', '01-03-01')",0,0,6698,8039,0,0,7485,8039,0,0.8331882074884936,0.9310859559646724,0.0,0.0
"('R242A', '02-00-01')",0,0,5707,14872,0,0,6140,14872,0,0.3837412587412587,0.4128563743948359,0.0,0.0
"('R238', '00-05-00')",0,0,3335,15167,0,0,1,15167,0,0.2198852772466539,6.59326168655634e-05,0.0,0.0
"('J034', '00-00-01')",0,0,7770,8695,0,0,7559,8695,0,0.8936170212765957,0.8693502012650949,0.0,0.0
"('R108', '02-00-00')",0,0,4329,6355,0,0,6186,6355,0,0.6811959087332808,0.9734067663257278,0.0,0.0
"('R227A', '01-00-01')",0,0,14315,14903,0,0,14332,14903,0,0.9605448567402536,0.96168556666443,0.0,0.0
"('R219', '00-00-00')",0,0,14398,14934,0,0,14686,14934,0,0.964108745145306,0.9833935985000668,0.0,0.0
"('R523', '00-06-00')",0,0,14302,14983,0,0,14702,14983,0,0.954548488286725,0.9812454114663284,0.0,0.0
"('N414', '00-00-02')",0,0,14198,14698,0,0,14201,14698,0,0.9659817662266976,0.9661858756293372,0.0,0.0
"('H001', '00-00-03')",0,0,14902,15116,0,0,15078,15116,0,0.985842815559672,0.9974861074358295,0.0,0.0
"('PTH22', '02-01-06')",0,0,1229,1231,0,0,1230,1231,0,0.9983753046303818,0.9991876523151908,0.0,0.0
"('N075', '01-05-01')",14941,0,0,14941,14941,0,144,14941,0,0.0,0.0096379091091627,1.0,0.0
"('N536', '00-00-02')",0,0,14721,14840,0,0,14793,14840,0,0.9919811320754716,0.9968328840970352,0.0,0.0
"('N212', '01-06-00')",0,0,6438,8514,0,0,8196,8514,0,0.7561663143058492,0.9626497533474278,0.0,0.0
"('R401', '00-06-00')",0,0,14676,14846,0,0,14716,14846,0,0.988549104135794,0.9912434325744308,0.0,0.0
"('N528', '01-00-00')",0,0,14417,14847,0,0,14609,14847,0,0.9710379201185424,0.983969825553984,0.0,0.0
"('N102', '01-05-01')",14927,0,0,14927,14927,0,117,14927,0,0.0,0.007838145642125,1.0,0.0
"('R115', '00-00-02')",0,0,14430,14913,0,0,14255,14913,0,0.9676121504727418,0.9558774223831557,0.0,0.0
"('R730', '00-00-01')",0,0,13606,14781,0,0,14141,14781,0,0.9205060550706988,0.9567011704214872,0.0,0.0
"('R154', '00-00-04')",0,0,14170,14909,0,0,14470,14909,0,0.9504326245891744,0.9705546985042592,0.0,0.0
"('A083', '00-00-03')",0,0,11407,14967,0,0,13925,14967,0,0.7621433821073027,0.930380169706688,0.0,0.0
"('J017', '00-00-02')",0,0,14665,14890,0,0,14753,14890,0,0.9848891873740766,0.9907991940899932,0.0,0.0
"('R161B', '00-03-01')",0,0,14686,14960,0,0,14847,14960,0,0.9816844919786096,0.9924465240641712,0.0,0.0
"('B016', '00-00-03')",0,0,14592,14958,0,0,14770,14958,0,0.9755314881668672,0.9874314747960956,0.0,0.0
"('R290', '00-00-03')",0,0,14730,14829,0,0,14773,14829,0,0.9933238923730529,0.9962236158877874,0.0,0.0
"('H022', '00-00-00')",0,0,14467,15084,0,0,14708,15084,0,0.9590957305754442,0.9750729249535932,0.0,0.0
"('A043', '00-03-03')",0,0,14073,15088,0,0,14152,15088,0,0.9327279957582184,0.93796394485684,0.0,0.0
"('PTH06', '00-00-06')",0,0,12489,13249,0,0,13118,13249,0,0.9426371801645408,0.9901124613178351,0.0,0.0
"('K022', '00-03-00')",0,0,13875,14966,0,0,14297,14966,0,0.927101429907791,0.9552986770012027,0.0,0.0
"('G009', '02-00-02')",0,0,14661,15076,0,0,14842,15076,0,0.9724728044574158,0.9844786415494826,0.0,0.0
"('C023', '00-03-01')",0,0,7983,8390,0,0,8106,8390,0,0.9514898688915376,0.966150178784267,0.0,0.0
"('PTH12', '00-00-00')",0,0,11903,14021,0,0,11327,14021,0,0.8489408744026817,0.8078596391127595,0.0,0.0
"('PTH18', '01-00-04')",0,0,8979,9267,0,0,6831,9267,0,0.968921981223697,0.737131757850437,0.0,0.0
"('N607', '01-00-01')",0,0,14575,14906,0,0,14850,14906,0,0.9777941768415404,0.9962431235743996,0.0,0.0
"('N501A', '02-8A-00')",0,0,0,0,0,0,0,0,0,,,,
"('D008', '00-00-02')",0,0,5331,5555,0,0,5446,5555,0,0.9596759675967595,0.9803780378037804,0.0,0.0
"('K022', '00-03-01')",0,0,13975,14962,0,0,14271,14962,0,0.9340328833043712,0.9538163347146104,0.0,0.0
"('PTH06', '00-00-07')",0,0,13071,13424,0,0,13399,13424,0,0.9737038140643623,0.998137663885578,0.0,0.0
"('A043', '00-03-02')",0,0,13930,15090,0,0,14004,15090,0,0.9231278992710404,0.9280318091451292,0.0,0.0
"('PTH18', '01-00-05')",0,0,13353,14061,0,0,10544,14061,0,0.949647962449328,0.7498755422800655,0.0,0.0
"('N607', '01-00-00')",0,0,14435,14898,0,0,14848,14898,0,0.9689220029534166,0.996643844811384,0.0,0.0
"('PTH12', '00-00-01')",0,0,12601,13961,0,0,11815,13961,0,0.9025857746579756,0.8462860826588353,0.0,0.0
"('C023', '00-03-00')",0,0,8042,8389,0,0,8186,8389,0,0.9586363094528548,0.9758016450113244,0.0,0.0
"('G009', '02-00-03')",0,0,14916,15098,0,0,14987,15098,0,0.9879454232348656,0.9926480328520334,0.0,0.0
"('H022', '00-00-01')",0,0,14413,15079,0,0,14582,15079,0,0.9558326148948868,0.967040254658797,0.0,0.0
"('R290', '00-00-02')",0,0,14631,14842,0,0,14787,14842,0,0.9857835871176392,0.9962942999595742,0.0,0.0
"('B016', '00-00-02')",0,0,14673,14974,0,0,14790,14974,0,0.9798984907172432,0.9877120341926005,0.0,0.0
"('R161B', '00-03-00')",0,0,14643,14954,0,0,14888,14954,0,0.979202888859168,0.9955864651598234,0.0,0.0
"('R730', '00-00-00')",0,0,13506,14790,0,0,14157,14790,0,0.913184584178499,0.9572008113590263,0.0,0.0
"('PTH06', '00-00-0A')",0,0,13549,14043,0,0,12233,14043,0,0.9648223314106672,0.8711101616463719,0.0,0.0
"('N102', '01-05-00')",14921,0,711,14921,0,0,0,14921,14921,0.0476509617317874,0.0,0.0,1.0
"('A083', '00-00-02')",0,0,12688,14967,0,0,13801,14967,0,0.8477316763546469,0.9220952762744704,0.0,0.0
"('N212', '01-06-01')",0,0,6746,8549,0,0,7935,8549,0,0.7890981401333489,0.9281787343548952,0.0,0.0
"('N536', '00-00-03')",0,0,14773,14841,0,0,14807,14841,0,0.995418098510882,0.997709049255441,0.0,0.0
"('N528', '01-00-01')",0,0,14262,14825,0,0,14436,14825,0,0.9620236087689712,0.9737605396290052,0.0,0.0
"('N075', '01-05-00')",0,0,1027,14895,0,0,2,14895,0,0.0689493118496139,0.0001342732460557,0.0,0.0
"('PTH22', '02-01-07')",0,0,1216,1220,0,0,1220,1220,0,0.99672131147541,1.0,0.0,0.0
"('R219', '00-00-01')",0,0,14428,14932,0,0,14413,14932,0,0.966246986338066,0.9652424323600322,0.0,0.0
"('R227A', '01-00-00')",0,0,14006,14707,0,0,14257,14707,0,0.9523356224926904,0.969402325423268,0.0,0.0
"('R108', '02-00-01')",0,0,4690,6356,0,0,5785,6356,0,0.737885462555066,0.9101636249213342,0.0,0.0
"('J034', '00-00-00')",0,0,14011,14923,0,0,14417,14923,0,0.938886282918984,0.9660926087247872,0.0,0.0
"('R238', '00-05-01')",15161,0,0,15161,15161,0,643,15161,0,0.0,0.0424114504320295,1.0,0.0
"('H001', '00-00-02')",0,0,14903,15110,0,0,15072,15110,0,0.986300463269358,0.997485109199206,0.0,0.0
"('R523', '00-06-01')",0,0,14538,14984,0,0,14626,14984,0,0.9702349172450614,0.9761078483715964,0.0,0.0
"('N325A', '00-00-04')",0,0,5492,6020,0,0,5839,6020,0,0.9122923588039868,0.9699335548172756,0.0,0.0
"('N094', '01-03-00')",0,0,7218,8036,0,0,7540,8036,0,0.8982080637132902,0.93827775012444,0.0,0.0
"('N195', '00-05-01')",14889,0,0,14889,14889,0,146,14889,0,0.0,0.0098058969709181,1.0,0.0
"('R169', '01-00-04')",0,0,14739,15007,0,0,14960,15007,0,0.982141667221963,0.9968681282068368,0.0,0.0
"('R206', '02-05-00')",14882,0,1004,14882,0,0,0,14882,14882,0.0674640505308426,0.0,0.0,1.0
"('R242A', '02-00-00')",0,0,5477,14928,0,0,6568,14928,0,0.3668944265809217,0.439978563772776,0.0,0.0
"('R128', '01-00-02')",0,0,14641,14890,0,0,14172,14890,0,0.9832773673606447,0.9517797179314976,0.0,0.0
"('R137', '02-03-01')",0,0,6925,14591,0,0,7061,14591,0,0.4746076348433966,0.4839284490439312,0.0,0.0
"('PTH08', '00-01-00')",0,0,1780,3491,0,0,2410,3491,0,0.5098825551417931,0.690346605557147,0.0,0.0
"('R327', '01-05-00')",0,0,689,14614,0,0,1,14614,0,0.0471465717804844,6.842753524018066e-05,0.0,0.0
"('R318', '00-00-02')",0,0,14568,14836,0,0,14677,14836,0,0.9819358317605824,0.98928282555945,0.0,0.0
"('A034', '03-06-02')",0,0,10436,10551,0,0,10530,10551,0,0.9891005591887024,0.9980096673301108,0.0,0.0
"('PTH16', '01-01-02')",0,0,12015,13973,0,0,11850,13973,0,0.8598726114649682,0.8480641236670722,0.0,0.0
"('R417', '00-03-04')",0,0,14252,14950,0,0,14912,14950,0,0.9533110367892976,0.9974581939799332,0.0,0.0
"('N025', '01-00-03')",0,0,14976,15084,0,0,15036,15084,0,0.9928400954653938,0.9968178202068416,0.0,0.0
"('N511', '03-00-00')",0,0,14364,14713,0,0,14229,14713,0,0.976279480731326,0.9671039217018964,0.0,0.0
"('N309A', '00-05-03')",15147,0,0,15147,15147,0,111,15147,0,0.0,0.007328183798772,1.0,0.0
"('A084', '01-06-00')",0,0,5131,6015,0,0,2275,6015,0,0.8530340814630092,0.3782211138819618,0.0,0.0
"('K025', '00-03-01')",0,0,14075,15048,0,0,14144,15048,0,0.9353402445507708,0.9399255715045188,0.0,0.0
"('R622', '00-00-05')",0,0,14845,14984,0,0,14931,14984,0,0.9907234383342232,0.9964628937533369,0.0,0.0
