C/A,ENTRIES,WEEK,YEAR
H013,35202505,23,2019
H014,3820889,23,2019
H015,15843590,23,2019
H016,3400363,23,2019
H017,147797719,23,2019
H019,6602808,23,2019
H022,27252171,23,2019
H023,1944148447,23,2019
H026,24956348,23,2019
H027,1697518023,23,2019
H028,96818938,23,2019
H030,5399158,23,2019
H032,19130367,23,2019
H033,6737202,23,2019
H035,3533551,23,2019
H037,3390799,23,2019
H038,14162363,23,2019
H039,17271756,23,2019
H040,24131236,23,2019
H041,80432630,23,2019
J001,27532944,23,2019
J002,122948467,23,2019
J003,12114029,23,2019
J005,9450143,23,2019
J007,46054600,23,2019
J009,42279232,23,2019
J012,13753748,23,2019
J013,10089972,23,2019
J016,22670785,23,2019
J017,7691334,23,2019
J020,7934712,23,2019
J021,15248973,23,2019
J022,9851133,23,2019
J023,12831868,23,2019
J024,18157872,23,2019
J025,7124161,23,2019
J028,12236765,23,2019
J030,20786492,23,2019
J031,19407157,23,2019
J032,37034673,23,2019
J034,3157924454,23,2019
J035,17625798,23,2019
J037,1954978634,23,2019
JFK01,65242,23,2019
JFK02,468005,23,2019
JFK03,1069621,23,2019
K017,7137589,23,2019
K019,11698152,23,2019
K022,7372628,23,2019
K024,10245907,23,2019
K025,26254355,23,2019
K026,181903636,23,2019
N001,275845458,23,2019
N002A,23792415,23,2019
N003,31336081,23,2019
N006A,1453786336,23,2019
N007A,34909311,23,2019
N009,28326990,23,2019
N010,256656106,23,2019
N011,122268734,23,2019
N012,59525152,23,2019
N013,13286276,23,2019
N016A,19285642,23,2019
N017,16109116,23,2019
N019,40291578,23,2019
N020,74258641,23,2019
N022,189688034,23,2019
N023,4095216,23,2019
N024,13611338,23,2019
N025,32419324,23,2019
N026,476384318,23,2019
N029,354115034,23,2019
N030,8424391,23,2019
N034,74129207,23,2019
N035,17741327,23,2019
N037,29965024,23,2019
N039,11347967,23,2019
N040,19849744,23,2019
N043,25911834,23,2019
N044,30460035,23,2019
N045,14051123,23,2019
N046,22544951,23,2019
N049,745388559,23,2019
N051,1614261692,23,2019
N056,365559173,23,2019
N057,36419867,23,2019
N060,105758938,23,2019
N062,2212034096,23,2019
N062A,255179921,23,2019
N063,53535156,23,2019
N063A,4986877157,23,2019
N067,31989455,23,2019
N068,22758927,23,2019
N069,23181911,23,2019
N070,248789770,23,2019
N071,19036920,23,2019
N072,1291702852,23,2019
N073,24165714,23,2019
N075,257009601,23,2019
N076,41366429,23,2019
N077,16286682,23,2019
N078,2390928764,23,2019
N080,41585039,23,2019
N083,205190936,23,2019
N086,349878187,23,2019
N087,130172210,23,2019
N089,945225427,23,2019
N090,17599603,23,2019
N091,1510227440,23,2019
N092,433872354,23,2019
N094,1597768999,23,2019
N095,31672460,23,2019
N095A,24323128,23,2019
N098,625837643,23,2019
N100,2741593573,23,2019
N101,10213273,23,2019
N102,154487111,23,2019
N103,167995988,23,2019
N108,42172688,23,2019
N110,23465445,23,2019
N111,13216652,23,2019
N112A,156274093,23,2019
N113,11272049,23,2019
N114,73310510,23,2019
N116,21754125,23,2019
N117,13922043,23,2019
N118,7333108,23,2019
N119,8386209,23,2019
N120,41032451,23,2019
N120A,164469480,23,2019
N121B,27422359,23,2019
N122,13488229,23,2019
N123B,3229710,23,2019
N124,62491153,23,2019
N125,13596869,23,2019
N126,13515206,23,2019
N127,8541747,23,2019
N128,17905695,23,2019
N129,1229926655,23,2019
N130,126313481,23,2019
N131,9004696,23,2019
N133,11824940,23,2019
N134,14674357,23,2019
N135,257142363,23,2019
N137,1690767217,23,2019
N138,53242944,23,2019
N139,3651885,23,2019
N141,29224269,23,2019
N181,5883991,23,2019
N181A,54632469,23,2019
N182,5174913,23,2019
N183,1408821,23,2019
N184,6363054,23,2019
N185,4950543,23,2019
N186,118889033,23,2019
N187,105922244,23,2019
N191,11980536,23,2019
N192,128640944,23,2019
N193,2392793,23,2019
N194,4950469,23,2019
N195,646868480,23,2019
N196,5012453,23,2019
N202,21986692,23,2019
N203,1989927783,23,2019
N205,15746968,23,2019
N206,262722,23,2019
N207,1808482078,23,2019
N208,1272567418,23,2019
N209,15853416,23,2019
N210,6357270,23,2019
N212,11395485,23,2019
N213,235651239,23,2019
N215,1490853072,23,2019
N217,26448790,23,2019
N218,1366920,23,2019
N220,242164297,23,2019
N221,906232561,23,2019
N222,7477236,23,2019
N223,3386978,23,2019
N224,16048927,23,2019
N225,480687588,23,2019
N300,13123502,23,2019
N301,24196590,23,2019
N303,62919379,23,2019
N304,40079300,23,2019
N305,371707268,23,2019
N305A,1504900942,23,2019
N306,821799078,23,2019
N307,3727270,23,2019
N309A,87241683,23,2019
N310,10361990,23,2019
N311,103860509,23,2019
N312,3582253,23,2019
N314,27248104,23,2019
N315,35724537,23,2019
N316,4810229,23,2019
N316A,14917293,23,2019
N317,1330911,23,2019
N318,17308878,23,2019
N319,7194196,23,2019
N322,23464179,23,2019
N323,24363108,23,2019
N324,134644256,23,2019
N325A,3194816393,23,2019
N327,83031799,23,2019
N329,29667139,23,2019
N329A,16955425,23,2019
N330,41838561,23,2019
N330C,15422584,23,2019
N331,31306954,23,2019
N332,16609084,23,2019
N333,20782977,23,2019
N333A,305777100,23,2019
N333B,29197387,23,2019
N334B,476760950,23,2019
N335,60274803,23,2019
N336,51422577,23,2019
N337,22114643,23,2019
N338,84718282,23,2019
N338B,15594605,23,2019
N339,3787387,23,2019
N339A,25337737,23,2019
N340,11745064,23,2019
N340A,17930931,23,2019
N342,1318707877,23,2019
N343,70187625,23,2019
N400A,2693732621,23,2019
N401,4169676,23,2019
N405,18509374,23,2019
N408A,12913682,23,2019
N409,25706966,23,2019
N412,19521483,23,2019
N414,3539389,23,2019
N414A,6718849,23,2019
N415,14994402,23,2019
N416,11137453,23,2019
N417,23639601,23,2019
N418,247001902,23,2019
N419,13347378,23,2019
N420B,3743894,23,2019
N422,19477707,23,2019
N500,232687870,23,2019
N501,1981177795,23,2019
N501A,48093139,23,2019
N502,1845392676,23,2019
N503,47224117,23,2019
N504,52395839,23,2019
N505,1150395144,23,2019
N506,1881499707,23,2019
N507,46872247,23,2019
N508,3077753736,23,2019
N509,27746238,23,2019
N510,639450334,23,2019
N511,14740279,23,2019
N512,19549056,23,2019
N513,7287166,23,2019
N519,41753510,23,2019
N519A,1940525310,23,2019
N520,299924334,23,2019
N521,90503921,23,2019
N523,44166776,23,2019
N525,25914568,23,2019
N526,11386855,23,2019
N528,136916339,23,2019
N529,17712872,23,2019
N530,42621974,23,2019
N531,5991628,23,2019
N532,20047923,23,2019
N533,17968791,23,2019
N534,161280071,23,2019
N535,34486185,23,2019
N536,12236275,23,2019
N537,27514871,23,2019
N539,9916211,23,2019
N541,7046759,23,2019
N542,130151058,23,2019
N543,8809703,23,2019
N544,543024370,23,2019
N545,130828308,23,2019
N546,43377159,23,2019
N547,68563524,23,2019
N548,9351040,23,2019
N549,24002829,23,2019
N550,1793461943,23,2019
N551,9990547,23,2019
N553,6412822,23,2019
N554,138841064,23,2019
N555,1185410029,23,2019
N556,13667696,23,2019
N557,2349811,23,2019
N558,118786376,23,2019
N559,159039380,23,2019
N561,14330154,23,2019
N562,8074587,23,2019
N600,33789149,23,2019
N601,1785483351,23,2019
N601A,6464114,23,2019
N602,15392763,23,2019
N603,44401669,23,2019
N604,19510106,23,2019
N605,169768281,23,2019
N606,1312668200,23,2019
N607,30692603,23,2019
N700,130921508,23,2019
N700A,6312166,23,2019
N701,47735121,23,2019
N701A,8431303,23,2019
N702,8116999,23,2019
N702A,6133302,23,2019
OB01,486073,23,2019
PTH01,9974,23,2019
PTH02,10044,23,2019
PTH03,9958,23,2019
PTH04,4456214,23,2019
PTH05,11079918,23,2019
PTH06,7312920,23,2019
PTH07,3329577,23,2019
PTH09,3524198,23,2019
PTH10,2267028,23,2019
PTH11,2049945,23,2019
PTH12,5789439,23,2019
PTH13,4211663,23,2019
PTH16,3385471,23,2019
PTH17,14875192,23,2019
PTH18,27986,23,2019
PTH19,7773,23,2019
PTH20,5194,23,2019
PTH21,9851,23,2019
PTH22,280070,23,2019
R101,154229857,23,2019
R102,3265051,23,2019
R103,8923670,23,2019
R106,1396,23,2019
R107,731400750,23,2019
R107D,1987069,23,2019
R108,415405,23,2019
R108A,52484,23,2019
R109,338449,23,2019
R110,44088199,23,2019
R111,45782910,23,2019
R112,16510174,23,2019
R112A,7805167,23,2019
R113,240631262,23,2019
R114,4200427,23,2019
R115,9568055,23,2019
R116,2188714887,23,2019
R117,24134836,23,2019
R118,3649680,23,2019
R119,11425240,23,2019
R120,1499307,23,2019
R121,14498390,23,2019
R122,5904124,23,2019
R123,8581729,23,2019
R124,11455836,23,2019
R125,37106220,23,2019
R126,3383329,23,2019
R127,1478510060,23,2019
R128,33408928,23,2019
R129,23949346,23,2019
R130,2426926,23,2019
R131,23341339,23,2019
R132,2597493,23,2019
R133,26899449,23,2019
R134,15875021,23,2019
R135,40455688,23,2019
R137,5237612,23,2019
R138,1763537808,23,2019
R139,139145461,23,2019
R141,30908151,23,2019
R142,199667117,23,2019
R143,1731128210,23,2019
R145,150229286,23,2019
R147,114272689,23,2019
R148,2035674301,23,2019
R151,1770383021,23,2019
R154,40246924,23,2019
R155,51043017,23,2019
R158,1062895449,23,2019
R159,122111449,23,2019
R160,48002428,23,2019
R160A,137723661,23,2019
R161A,2765403920,23,2019
R161B,755770400,23,2019
R162,33839939,23,2019
R163,3454986,23,2019
R164,46084040,23,2019
R165,1355138,23,2019
R166,18247313,23,2019
R168A,39930029,23,2019
R169,122043534,23,2019
R170,64349371,23,2019
R171,5130312,23,2019
R172,13294829,23,2019
R173,1213525777,23,2019
R174,659254350,23,2019
R175,7224305,23,2019
R176,56217364,23,2019
R177,794064532,23,2019
R178,28196122,23,2019
R179,6036211,23,2019
R180,36316893,23,2019
R182,15241139,23,2019
R183,40016028,23,2019
R185,15515844,23,2019
R186,7420302,23,2019
R188,159354312,23,2019
R190,7624592,23,2019
R192,8546458,23,2019
R194,48241624,23,2019
R196,23853955,23,2019
R197,641878955,23,2019
R200A,1350700152,23,2019
R201,219879497,23,2019
R202,795369979,23,2019
R203,45205804,23,2019
R203A,169763945,23,2019
R204,257072428,23,2019
R204A,1850165,23,2019
R205A,14910568,23,2019
R206,652056641,23,2019
R208,40602867,23,2019
R210,477148319,23,2019
R210A,25051152,23,2019
R215,32766554,23,2019
R216,4504263,23,2019
R217A,34068202,23,2019
R219,28545122,23,2019
R220,8921996,23,2019
R221,73434287,23,2019
R226,2002783088,23,2019
R226A,37851851,23,2019
R227,1435054,23,2019
R227A,14098006,23,2019
R228,13962025,23,2019
R229,24868129,23,2019
R230,1174536828,23,2019
R231,1082684944,23,2019
R231A,22093158,23,2019
R232,28818684,23,2019
R232A,407491230,23,2019
R236,62360328,23,2019
R237,1285780274,23,2019
R237B,11360909,23,2019
R238,466569639,23,2019
R238A,666585774,23,2019
R240,89722836,23,2019
R241A,20673206,23,2019
R242,68651535,23,2019
R242A,2869222,23,2019
R243,32520212,23,2019
R244,32519931,23,2019
R244A,56266178,23,2019
R245,1788631705,23,2019
R245A,136633308,23,2019
R246,73360821,23,2019
R247,14549482,23,2019
R248,244081917,23,2019
R249,989602402,23,2019
R250,1142585154,23,2019
R251,731562770,23,2019
R252,84042510,23,2019
R253,15596211,23,2019
R254,22420968,23,2019
R256,12260842,23,2019
R257,16921179,23,2019
R258,2546834352,23,2019
R259,999645658,23,2019
R260,304232508,23,2019
R261,2291410,23,2019
R262,19192813,23,2019
R262A,2072201,23,2019
R262B,1886560,23,2019
R283,19554916,23,2019
R284,59429923,23,2019
R285,12372339,23,2019
R286,16866958,23,2019
R287,610116322,23,2019
R288,3150518646,23,2019
R289,1142494117,23,2019
R290,35993501,23,2019
R291,2440947,23,2019
R293,480251863,23,2019
R294,30582479,23,2019
R301,373894562,23,2019
R302,13954710,23,2019
R303,14899987,23,2019
R304,1713935582,23,2019
R305,800868864,23,2019
R306,39229023,23,2019
R307,8577248,23,2019
R308,14467597,23,2019
R309,11279280,23,2019
R310,1979171747,23,2019
R311,3190904499,23,2019
R312,131947651,23,2019
R314,24326896,23,2019
R315,1301814,23,2019
R316,11258811,23,2019
R317,125958549,23,2019
R318,695880581,23,2019
R319,2110657,23,2019
R320,177882619,23,2019
R321,4744611,23,2019
R322,699104088,23,2019
R323,441238557,23,2019
R325,32452487,23,2019
R326,994214841,23,2019
R327,356353054,23,2019
R328,12990844,23,2019
R329,30216891,23,2019
R330,9755456,23,2019
R331,2016581874,23,2019
R332,915590018,23,2019
R333,1961162143,23,2019
R334,100641356,23,2019
R335,14603104,23,2019
R336,21608991,23,2019
R401,21421458,23,2019
R402,20358596,23,2019
R403,2980329,23,2019
R404,9765952,23,2019
R405,2197948199,23,2019
R406,4408823,23,2019
R407,1232446,23,2019
R408,9596586,23,2019
R409,7447622,23,2019
R410,10711945,23,2019
R411,5447390,23,2019
R412,355936017,23,2019
R413,8151314,23,2019
R414,12816484,23,2019
R415,7495362,23,2019
R416,15252122,23,2019
R417,267260017,23,2019
R418,23301706,23,2019
R419,1896642,23,2019
R420,17546909,23,2019
R421,11516574,23,2019
R422,7974754,23,2019
R423,180857673,23,2019
R501,1133154348,23,2019
R503,6902794,23,2019
R504,34904777,23,2019
R506,5691607,23,2019
R507,613489150,23,2019
R508,136589568,23,2019
R509,29886701,23,2019
R510,8072354,23,2019
R511,36242366,23,2019
R512,64439373,23,2019
R513,28794620,23,2019
R515,33121438,23,2019
R516,29118138,23,2019
R517,125922280,23,2019
R518,58308965,23,2019
R519,40283600,23,2019
R520,21260735,23,2019
R521,124118129,23,2019
R523,1900498116,23,2019
R524,29263844,23,2019
R525,15479586,23,2019
R526,33793118,23,2019
R527,63798811,23,2019
R528,61153878,23,2019
R529,71711925,23,2019
R530,52350405,23,2019
R532,727756170,23,2019
R532H,3678538,23,2019
R533,111148211,23,2019
R534,93044302,23,2019
R550,13051512,23,2019
R551,6156116,23,2019
R600,26211971,23,2019
R601A,32570365,23,2019
R602,30011133,23,2019
R604,29904003,23,2019
R605,8235832,23,2019
R606,13614862,23,2019
R608,11265071,23,2019
R609,16421168,23,2019
R610,52436627,23,2019
R612,188523972,23,2019
R617,8892437,23,2019
R618,4884629,23,2019
R619,29466859,23,2019
R621,19809561,23,2019
R622,616421970,23,2019
R623,795343,23,2019
R624,34669127,23,2019
R625,145633384,23,2019
R626,87438292,23,2019
R627,18938864,23,2019
R628,88962091,23,2019
R629,9188502,23,2019
R630,14637719,23,2019
R632,6764014,23,2019
R633,14883650,23,2019
R634,38203998,23,2019
R635,16393169,23,2019
R636,17627466,23,2019
R637,28125928,23,2019
R639,1071289859,23,2019
R641,83805201,23,2019
R643,45270544,23,2019
R644,1366738,23,2019
R645,28170671,23,2019
R646,2892807265,23,2019
R647,18053619,23,2019
R726,8851004,23,2019
R727,442296690,23,2019
R728,22167274,23,2019
R729,2072396962,23,2019
R730,2111100022,23,2019
S101,20916085,23,2019
S101A,1229037639,23,2019
S102,2334548,23,2019
TRAM1,851299,23,2019
TRAM2,7005189,23,2019
A002,55511481,22,2019
A006,35494487,22,2019
A007,132218071,22,2019
A010,60926577,22,2019
A011,4341612,22,2019
A013,23208176,22,2019
A015,39098382,22,2019
A016,25427756,22,2019
A021,25941000,22,2019
A022,141760317,22,2019
A025,1396644871,22,2019
A027,11127106,22,2019
A029,22788675,22,2019
A030,133813360,22,2019
A031,19383591,22,2019
A033,116686296,22,2019
A034,471097209,22,2019
A035,7569934,22,2019
A037,40514104,22,2019
A038,29281225,22,2019
A039,78109093,22,2019
A041,61566435,22,2019
A042,10196540,22,2019
A043,778477630,22,2019
A046,222676117,22,2019
A047,334073969,22,2019
A049,2578552448,22,2019
A050,33851367,22,2019
A052,472776,22,2019
A053,2198350,22,2019
A054,16331152,22,2019
A055,128910833,22,2019
A058,262750416,22,2019
A060,17595954,22,2019
A061,35344369,22,2019
A064,16581198,22,2019
A066,2072812213,22,2019
A069,881103621,22,2019
A071,11348089,22,2019
A077,2976503725,22,2019
A081,120554623,22,2019
A082,38330286,22,2019
A083,9442159,22,2019
A084,8788863,22,2019
A085,0,22,2019
B004,35219727,22,2019
B009,13113622,22,2019
B010,5860436,22,2019
B012,1576554828,22,2019
B013,36322235,22,2019
B014,40217943,22,2019
B015,30968287,22,2019
B016,53178217,22,2019
B017,10837102,22,2019
B018,9479002,22,2019
B019,48761862,22,2019
B020,119580360,22,2019
B021,23046684,22,2019
B022,114597614,22,2019
B023,1188792939,22,2019
B024,817251014,22,2019
B024A,10703533,22,2019
B025,191712927,22,2019
B026,180118364,22,2019
B027,46002479,22,2019
B028,4601742,22,2019
B029,48965924,22,2019
B031,29270482,22,2019
B032,7400348,22,2019
B034,11064901,22,2019
C001,104389066,22,2019
C003,20571580,22,2019
C004,203149500,22,2019
C008,1464130438,22,2019
C009,679993305,22,2019
C010,19930869,22,2019
C011,6808028,22,2019
C012,34632278,22,2019
C014,26306162,22,2019
C015,6489489,22,2019
C016,14275450,22,2019
C017,6489414,22,2019
C018,49427244,22,2019
C019,11883472,22,2019
C020,122165882,22,2019
C021,2060779589,22,2019
C022,76129,22,2019
C023,31808125,22,2019
C024,31054789,22,2019
C025,38819217,22,2019
C026,123234092,22,2019
C027,21055278,22,2019
C028,274240531,22,2019
D001,116590,22,2019
D002,12374678,22,2019
D004,1392441,22,2019
D005,1255359,22,2019
D006,3362044,22,2019
D008,2079891609,22,2019
D009,36243820,22,2019
D011,1746458475,22,2019
D012,18525671,22,2019
D015,11144524,22,2019
D016,4745966,22,2019
E001,29625343,22,2019
E003,8167674,22,2019
E004,12364448,22,2019
E005,12644560,22,2019
E009,26732007,22,2019
E011,98105146,22,2019
E012,21249937,22,2019
E013,12992378,22,2019
E014,290288381,22,2019
E015,9630420,22,2019
E016,12558913,22,2019
G001,632606846,22,2019
G009,27122270,22,2019
G011,11986925,22,2019
G015,1511748,22,2019
H001,188945537,22,2019
H003,1225782344,22,2019
H005,6519629,22,2019
H006,18823994,22,2019
H007,454517339,22,2019
H008,959320103,22,2019
H009,89869233,22,2019
H012,16585382,22,2019
H013,35155895,22,2019
H014,3812518,22,2019
H015,15813544,22,2019
H016,3391694,22,2019
H017,147758717,22,2019
H019,6559485,22,2019
H022,27202272,22,2019
H023,1944099952,22,2019
H026,24881873,22,2019
H027,1697475276,22,2019
H028,96779749,22,2019
H030,5392952,22,2019
H032,19102840,22,2019
H033,6724716,22,2019
H035,3523388,22,2019
H037,3369095,22,2019
H038,14144601,22,2019
H039,17246076,22,2019
H040,24110576,22,2019
H041,80360214,22,2019
J001,27463942,22,2019
J002,122918917,22,2019
J003,12091519,22,2019
J005,9414158,22,2019
J007,45998507,22,2019
J009,42203025,22,2019
J012,13717570,22,2019
J013,10044186,22,2019
J016,22627705,22,2019
J017,7669713,22,2019
J020,7921935,22,2019
J021,15232980,22,2019
J022,9833211,22,2019
J023,12812817,22,2019
J024,18127995,22,2019
J025,7116690,22,2019
J028,12219155,22,2019
J030,20767992,22,2019
J031,19390053,22,2019
J032,37028718,22,2019
J034,3157913049,22,2019
J037,1954965114,22,2019
JFK01,63018,22,2019
JFK02,457149,22,2019
JFK03,976280,22,2019
K017,7107189,22,2019
K019,11666597,22,2019
K022,7350545,22,2019
K024,10219448,22,2019
K025,26217515,22,2019
K026,181889861,22,2019
N001,275816581,22,2019
N002A,23741851,22,2019
N003,31286558,22,2019
N006A,1453780114,22,2019
N007A,34868916,22,2019
N009,28292512,22,2019
N010,256588155,22,2019
N011,122250862,22,2019
N012,59483268,22,2019
N013,13250633,22,2019
N016A,19256185,22,2019
N017,16088853,22,2019
N019,40244953,22,2019
N020,74152596,22,2019
N022,189676284,22,2019
N023,4087349,22,2019
N024,13596390,22,2019
N025,32375246,22,2019
N026,476237181,22,2019
N029,354100788,22,2019
N030,8391325,22,2019
N034,74100300,22,2019
N035,17713990,22,2019
N037,29931086,22,2019
N039,11311513,22,2019
N040,19819386,22,2019
N043,25842274,22,2019
N044,30392031,22,2019
N045,14025646,22,2019
N046,22480838,22,2019
N049,745260372,22,2019
N051,1614032687,22,2019
N056,365502178,22,2019
N057,36338238,22,2019
N060,105668502,22,2019
N062,2211937951,22,2019
N062A,255034408,22,2019
N063,53431229,22,2019
N063A,4986799566,22,2019
N067,32037752,22,2019
N068,22714156,22,2019
N069,23144036,22,2019
N070,248739860,22,2019
N071,18994431,22,2019
N072,1291561062,22,2019
N073,24118401,22,2019
N075,256978667,22,2019
N076,41284303,22,2019
N077,16254172,22,2019
N078,2390818860,22,2019
N080,41479140,22,2019
N083,205010000,22,2019
N086,349816155,22,2019
N087,130144747,22,2019
N089,945140850,22,2019
N090,17553949,22,2019
N091,1510147339,22,2019
N092,433790020,22,2019
N094,1597655097,22,2019
N095,31528595,22,2019
N095A,24186640,22,2019
N098,625762653,22,2019
N100,2741539571,22,2019
N101,10191649,22,2019
N102,154419341,22,2019
N103,167849193,22,2019
N108,42097807,22,2019
N110,23431244,22,2019
N111,13181679,22,2019
N112A,156264946,22,2019
N113,11248550,22,2019
N114,73317008,22,2019
N116,21669500,22,2019
N117,13893137,22,2019
N118,7325720,22,2019
N119,8351319,22,2019
N120,40961514,22,2019
N120A,164435226,22,2019
N121B,27385893,22,2019
N122,13466846,22,2019
N123B,3215382,22,2019
N124,62435306,22,2019
N125,13580776,22,2019
N126,13496638,22,2019
N127,8522164,22,2019
N128,17842071,22,2019
N129,1229890613,22,2019
N130,126302270,22,2019
N131,8990046,22,2019
N133,11807156,22,2019
N134,14647861,22,2019
N135,257122345,22,2019
N137,1690759917,22,2019
N138,53237393,22,2019
N139,3641913,22,2019
N141,29178283,22,2019
N181,5878423,22,2019
N181A,54619736,22,2019
N182,5158331,22,2019
N183,1406832,22,2019
N184,6357066,22,2019
N185,4947325,22,2019
N186,118887373,22,2019
N187,105917438,22,2019
N191,11965412,22,2019
N192,128628090,22,2019
N193,2388112,22,2019
N194,4944277,22,2019
N195,646858013,22,2019
N196,4984394,22,2019
N202,21964087,22,2019
N203,1989872562,22,2019
N205,15716678,22,2019
N206,249568,22,2019
N207,1808440353,22,2019
N208,1272547516,22,2019
N209,15834389,22,2019
N210,6341729,22,2019
N212,11382393,22,2019
N213,235590865,22,2019
N215,1490842569,22,2019
N217,26397750,22,2019
N218,1344891,22,2019
N220,242139032,22,2019
N221,906209334,22,2019
N222,7448029,22,2019
N223,4089993,22,2019
N224,16021378,22,2019
N225,480663266,22,2019
N300,15661893,22,2019
N301,24135175,22,2019
N303,62825243,22,2019
N304,40019047,22,2019
N305,371674010,22,2019
N305A,1504859574,22,2019
N306,821651916,22,2019
N307,3689429,22,2019
N309A,87175556,22,2019
N310,10339310,22,2019
N311,103852370,22,2019
N312,3565122,22,2019
N314,27216070,22,2019
N315,35672271,22,2019
N316,4789819,22,2019
N316A,14895166,22,2019
N317,1323311,22,2019
N318,17283661,22,2019
N319,7181131,22,2019
N322,23443560,22,2019
N323,24285467,22,2019
N324,134385059,22,2019
N325A,3194770065,22,2019
N327,82955137,22,2019
N329,29577374,22,2019
N329A,16922113,22,2019
N330,41768875,22,2019
N330C,15399602,22,2019
N331,31274097,22,2019
N332,16591605,22,2019
N333,20762353,22,2019
N333A,305701400,22,2019
N333B,29126847,22,2019
N334B,476739385,22,2019
N335,60215680,22,2019
N336,51326889,22,2019
N337,22084485,22,2019
N338,84709986,22,2019
N338B,15576670,22,2019
N339,3781744,22,2019
N339A,25303351,22,2019
N340,11729193,22,2019
N340A,17899358,22,2019
N342,1318663957,22,2019
N343,70109937,22,2019
N400A,2693675959,22,2019
N401,4159055,22,2019
N405,18447130,22,2019
N408A,12849553,22,2019
N409,25645034,22,2019
N412,19491452,22,2019
N414,3531457,22,2019
N414A,6710429,22,2019
N415,14974158,22,2019
N416,11120889,22,2019
N417,23605808,22,2019
N418,246979572,22,2019
N419,13313170,22,2019
N420B,3713919,22,2019
N422,19443096,22,2019
N500,232520990,22,2019
N501,1981049567,22,2019
N501A,48031601,22,2019
N502,1845302231,22,2019
N503,47154201,22,2019
N504,52284211,22,2019
N505,1150265997,22,2019
N506,1881329171,22,2019
N507,46758238,22,2019
N508,3077698387,22,2019
N509,27651751,22,2019
N510,639421336,22,2019
N511,14709355,22,2019
N512,19514207,22,2019
N513,7268199,22,2019
N519,41661855,22,2019
N519A,1940471340,22,2019
N520,299761218,22,2019
N521,90470281,22,2019
N523,44085264,22,2019
N525,25846431,22,2019
N526,11338620,22,2019
N528,136865455,22,2019
N529,17672859,22,2019
N530,42538184,22,2019
N531,5980715,22,2019
N532,20017710,22,2019
N533,17936800,22,2019
N534,161250602,22,2019
N535,34441176,22,2019
N536,12206400,22,2019
N537,27494367,22,2019
N539,9838083,22,2019
N541,7031567,22,2019
N542,130127559,22,2019
N543,8795479,22,2019
N544,543003850,22,2019
N545,130808839,22,2019
N546,43335801,22,2019
N547,68557070,22,2019
N548,9333440,22,2019
N549,23985055,22,2019
N550,1793457679,22,2019
N551,9978441,22,2019
N553,6405292,22,2019
N554,138835733,22,2019
N555,1185396532,22,2019
N556,13652197,22,2019
N557,2332206,22,2019
N558,118780864,22,2019
N559,159027886,22,2019
N561,14314536,22,2019
N562,8065723,22,2019
N600,33693706,22,2019
N601,1785437616,22,2019
N601A,6403598,22,2019
N602,15341246,22,2019
N603,44330242,22,2019
N604,19479670,22,2019
N605,169619832,22,2019
N606,1312525440,22,2019
N607,30648596,22,2019
N700,130801483,22,2019
N700A,6242294,22,2019
N701,47640167,22,2019
N701A,8355809,22,2019
N702,8045742,22,2019
N702A,6079425,22,2019
OB01,486072,22,2019
PTH01,2922832,22,2019
PTH02,2294770,22,2019
PTH03,6009046,22,2019
PTH04,5306535,22,2019
PTH05,11032874,22,2019
PTH06,7196494,22,2019
PTH07,3298436,22,2019
PTH09,3488533,22,2019
PTH10,2232325,22,2019
PTH11,2201042,22,2019
PTH12,5732337,22,2019
PTH13,4195386,22,2019
PTH16,3323132,22,2019
PTH17,15808757,22,2019
PTH18,3709039,22,2019
PTH19,2739513,22,2019
PTH20,557278,22,2019
PTH21,196491,22,2019
PTH22,3060505,22,2019
R101,154127230,22,2019
R102,3240920,22,2019
R103,8893380,22,2019
R106,1396,22,2019
R107,731379658,22,2019
R107D,1947222,22,2019
R108,405679,22,2019
R108A,51076,22,2019
R109,329646,22,2019
R110,44026095,22,2019
R111,45736096,22,2019
R112,16486355,22,2019
R112A,7791514,22,2019
R113,241918087,22,2019
R114,4184038,22,2019
R115,9549402,22,2019
R116,2188599500,22,2019
R117,24106845,22,2019
R118,3642976,22,2019
R119,11393212,22,2019
R120,1490250,22,2019
R121,14468521,22,2019
R122,5895642,22,2019
R123,8543360,22,2019
R124,11441322,22,2019
R125,37057221,22,2019
R126,3364024,22,2019
R127,1478436244,22,2019
R128,33360321,22,2019
R129,23912399,22,2019
R130,2411518,22,2019
R131,23279592,22,2019
R132,2568114,22,2019
R133,26843891,22,2019
R134,15846850,22,2019
R135,40381095,22,2019
R137,5219610,22,2019
R138,1763285191,22,2019
R139,139104086,22,2019
R141,30836189,22,2019
R142,199620676,22,2019
R143,1731042747,22,2019
R145,150156824,22,2019
R147,114142601,22,2019
R148,2035598392,22,2019
R151,1770218003,22,2019
R154,40163240,22,2019
R155,50963377,22,2019
R158,1062806316,22,2019
R159,122079611,22,2019
R160,47933315,22,2019
R160A,137687863,22,2019
R161A,2765289154,22,2019
R161B,755655978,22,2019
R162,33767660,22,2019
R163,3430157,22,2019
R164,46030439,22,2019
R165,1322842,22,2019
R166,18219996,22,2019
R168A,39833430,22,2019
R169,121864048,22,2019
R170,64293468,22,2019
R171,5117832,22,2019
R172,13250647,22,2019
R173,1213471205,22,2019
R174,659217190,22,2019
R175,7211579,22,2019
R176,56174847,22,2019
