C/A,ENTRIES,WEEK,YEAR
R128,33847552,1,2021
R129,25578846,1,2021
R130,103961140,1,2021
R131,26252351,1,2021
R132,2841503,1,2021
R133,21151783,1,2021
R134,13277933,1,2021
R135,39287378,1,2021
R137,5451715,1,2021
R138,1753389719,1,2021
R139,15913263,1,2021
R141,28075280,1,2021
R142,1342517702,1,2021
R143,1734815797,1,2021
R145,27348449,1,2021
R147,110984196,1,2021
R151,1743912674,1,2021
R154,10915346,1,2021
R155,51331321,1,2021
R158,1064978568,1,2021
R159,123645190,1,2021
R160,52234774,1,2021
R160A,3414787,1,2021
R161A,3113872,1,2021
R161B,760444996,1,2021
R162,578216503,1,2021
R163,1756028,1,2021
R164,45514579,1,2021
R165,2774389,1,2021
R166,19432402,1,2021
R168A,36782836,1,2021
R169,59382681,1,2021
R170,51175325,1,2021
R171,5850980,1,2021
R172,129994,1,2021
R173,1217156621,1,2021
R174,21528641,1,2021
R175,7959860,1,2021
R176,59281643,1,2021
R177,139356454,1,2021
R178,27604632,1,2021
R179,5858580,1,2021
R180,8704075,1,2021
R182,5573075,1,2021
R185,726075594,1,2021
R186,9617590,1,2021
R188,161161065,1,2021
R190,5611345,1,2021
R192,8714055,1,2021
R194,51830485,1,2021
R196,25609069,1,2021
R197,642487626,1,2021
R200A,1354551553,1,2021
R201,219395244,1,2021
R202,796794338,1,2021
R203,46152402,1,2021
R203A,170411343,1,2021
R204,89917272,1,2021
R204A,1961475,1,2021
R205A,14925083,1,2021
R206,653389587,1,2021
R208,6308260,1,2021
R210,470527548,1,2021
R210A,25689001,1,2021
R215,29544882,1,2021
R216,4946662,1,2021
R217A,38026635,1,2021
R219,14639644,1,2021
R220,9825012,1,2021
R221,82802527,1,2021
R226,2004527361,1,2021
R226A,38944437,1,2021
R227,4242279,1,2021
R227A,14769708,1,2021
R228,12891543,1,2021
R229,23007599,1,2021
R230,1174671455,1,2021
R231,19442888,1,2021
R231A,16468492,1,2021
R232,30770033,1,2021
R232A,408605810,1,2021
R235,2768,1,2021
R236,644377055,1,2021
R237,1266272741,1,2021
R237B,4992932,1,2021
R238,400267942,1,2021
R238A,14379658,1,2021
R240,95161172,1,2021
R241A,23791174,1,2021
R242,71217969,1,2021
R242A,3368296,1,2021
R243,603367719,1,2021
R244,33164460,1,2021
R244A,59358676,1,2021
R245,1087152272,1,2021
R245A,138607186,1,2021
R246,71447415,1,2021
R247,16291186,1,2021
R248,249828266,1,2021
R249,993707930,1,2021
R250,167739553,1,2021
R251,736622104,1,2021
R252,51129798,1,2021
R253,16638834,1,2021
R254,24674937,1,2021
R256,15093380,1,2021
R257,18228997,1,2021
R258,3039448102,1,2021
R259,1000621877,1,2021
R260,286731447,1,2021
R261,3335198,1,2021
R262,1725531541,1,2021
R262A,2101814,1,2021
R262B,1665067,1,2021
R283,22462864,1,2021
R284,62055273,1,2021
R285,13072576,1,2021
R286,14784447,1,2021
R287,610877984,1,2021
R288,4606421189,1,2021
R289,1814835067,1,2021
R290,38872647,1,2021
R291,3704989,1,2021
R293,46630738,1,2021
R294,32786443,1,2021
R301,376384931,1,2021
R302,15078053,1,2021
R303,15798988,1,2021
R304,1715491211,1,2021
R305,802494395,1,2021
R306,882173570,1,2021
R307,1831260092,1,2021
R308,15479812,1,2021
R309,12399549,1,2021
R310,923355669,1,2021
R311,1363447322,1,2021
R312,3324437571,1,2021
R314,92969789,1,2021
R315,1489307,1,2021
R316,12279443,1,2021
R317,410739906,1,2021
R318,125151155,1,2021
R319,2384431,1,2021
R320,179016825,1,2021
R321,5153835,1,2021
R322,689347668,1,2021
R323,573779404,1,2021
R325,19599748,1,2021
R326,995005288,1,2021
R327,105042920,1,2021
R328,282328247,1,2021
R329,23038803,1,2021
R330,10809308,1,2021
R331,2720845245,1,2021
R332,916599799,1,2021
R333,1962385589,1,2021
R334,102181209,1,2021
R335,9951887,1,2021
R336,23212841,1,2021
R401,2061056081,1,2021
R402,21955688,1,2021
R403,3359301,1,2021
R404,10641600,1,2021
R405,184812363,1,2021
R406,4700171,1,2021
R407,1299677,1,2021
R408,10841582,1,2021
R409,4888204,1,2021
R410,11438482,1,2021
R411,740949826,1,2021
R412,1817857178,1,2021
R413,8790427,1,2021
R414,13645854,1,2021
R415,9618850,1,2021
R416,1019373591,1,2021
R417,259964335,1,2021
R418,25358702,1,2021
R419,2707780,1,2021
R420,19434171,1,2021
R421,12122123,1,2021
R422,9143033,1,2021
R423,182956646,1,2021
R501,144533591,1,2021
R503,7906147,1,2021
R504,37512482,1,2021
R506,7453451,1,2021
R507,608699768,1,2021
R508,134776729,1,2021
R509,34591395,1,2021
R510,8947128,1,2021
R511,36472350,1,2021
R512,61086069,1,2021
R513,33140163,1,2021
R514,67418393,1,2021
R515,38232726,1,2021
R516,31000199,1,2021
R517,126590570,1,2021
R518,61276297,1,2021
R519,42962068,1,2021
R520,22631726,1,2021
R521,24862122,1,2021
R523,1901960332,1,2021
R524,30920474,1,2021
R525,16577493,1,2021
R526,37427734,1,2021
R527,69489715,1,2021
R528,62624849,1,2021
R529,63898976,1,2021
R530,56782091,1,2021
R532,1551215152,1,2021
R532H,4831512,1,2021
R533,89689161,1,2021
R534,73051486,1,2021
R550,14794018,1,2021
R551,7004390,1,2021
R600,27816505,1,2021
R601A,8598740,1,2021
R602,30787881,1,2021
R604,32247872,1,2021
R605,9056084,1,2021
R606,20147747,1,2021
R608,7160722,1,2021
R609,7946550,1,2021
R610,48852082,1,2021
R612,190426718,1,2021
R617,9753352,1,2021
R618,5148358,1,2021
R619,31578216,1,2021
R621,1143435914,1,2021
R622,613132567,1,2021
R623,2142651,1,2021
R624,36147964,1,2021
R625,148024512,1,2021
R626,93410435,1,2021
R627,19827185,1,2021
R628,88924202,1,2021
R629,3831700,1,2021
R630,15386196,1,2021
R632,8225393,1,2021
R633,15893822,1,2021
R634,40050966,1,2021
R635,10142393,1,2021
R636,19264495,1,2021
R637,30124873,1,2021
R639,956416650,1,2021
R641,85151978,1,2021
R643,47453436,1,2021
R644,867414,1,2021
R645,17564250,1,2021
R646,1386995246,1,2021
R647,17583638,1,2021
R726,9559287,1,2021
R727,443208998,1,2021
R728,23235985,1,2021
R729,2065773589,1,2021
R730,2112271102,1,2021
S101,20409264,1,2021
S101A,1230489166,1,2021
S102,2543332,1,2021
TRAM1,1423614,1,2021
TRAM2,8247448,1,2021
A002,59454816,53,2020
A006,21468816,53,2020
A007,125674250,53,2020
A010,66699848,53,2020
A011,911997921,53,2020
A013,25557401,53,2020
A014,9172472,53,2020
A015,35402304,53,2020
A016,26797039,53,2020
A021,30108682,53,2020
A022,146754210,53,2020
A025,82100312,53,2020
A027,13141722,53,2020
A029,24251217,53,2020
A030,137249708,53,2020
A031,21314473,53,2020
A033,122850210,53,2020
A034,30564840,53,2020
A035,9767569,53,2020
A037,41845950,53,2020
A038,31218929,53,2020
A039,75134169,53,2020
A041,64232991,53,2020
A042,11029417,53,2020
A043,779027993,53,2020
A046,215302297,53,2020
A047,328357979,53,2020
A049,2579880950,53,2020
A050,24258478,53,2020
A052,1621100,53,2020
A053,2612980,53,2020
A054,16851566,53,2020
A055,129444107,53,2020
A058,264080279,53,2020
A060,21200046,53,2020
A061,35320416,53,2020
A064,13185940,53,2020
A066,2073913867,53,2020
A069,20736899,53,2020
A071,12419046,53,2020
A077,1667714477,53,2020
A081,121180990,53,2020
A082,38693697,53,2020
A083,10171248,53,2020
A084,2367908,53,2020
A085,0,53,2020
B004,38014136,53,2020
B009,13629517,53,2020
B010,6104217,53,2020
B012,1577757536,53,2020
B013,30137819,53,2020
B014,42246669,53,2020
B015,30285457,53,2020
B016,56588210,53,2020
B017,11933165,53,2020
B018,10265347,53,2020
B019,52055334,53,2020
B020,121361908,53,2020
B021,23631624,53,2020
B022,115155618,53,2020
B023,1184236782,53,2020
B024,819866713,53,2020
B024A,12686719,53,2020
B025,98725446,53,2020
B026,111384332,53,2020
B027,49021507,53,2020
B028,3039622,53,2020
B029,50792626,53,2020
B031,29906077,53,2020
B032,7899785,53,2020
B034,11323780,53,2020
C001,103523917,53,2020
C003,189818382,53,2020
C004,203689638,53,2020
C008,3439779233,53,2020
C009,683984559,53,2020
C010,21586385,53,2020
C011,7307014,53,2020
C012,260806343,53,2020
C014,27684873,53,2020
C015,6828321,53,2020
C016,15222246,53,2020
C017,6751591,53,2020
C018,47419566,53,2020
C019,14396317,53,2020
C020,124456071,53,2020
C021,18530392,53,2020
C022,2335354,53,2020
C023,1581624124,53,2020
C024,32754971,53,2020
C025,41169229,53,2020
C026,5882495,53,2020
C027,22161642,53,2020
C028,274946407,53,2020
D001,885689,53,2020
D002,20691567,53,2020
D003,12514071,53,2020
D004,2252128,53,2020
D005,13006853,53,2020
D006,2732280,53,2020
D008,2081389212,53,2020
D009,18356379,53,2020
D010,5688742,53,2020
D011,1846959843,53,2020
D012,19468014,53,2020
D015,11338171,53,2020
D016,5560719,53,2020
E001,31474620,53,2020
E003,9230397,53,2020
E004,13469226,53,2020
E005,13343689,53,2020
E009,27517779,53,2020
E011,32722401,53,2020
E012,23284503,53,2020
E013,9689194,53,2020
E014,284503927,53,2020
E015,11168045,53,2020
E016,13423137,53,2020
G001,635772598,53,2020
G009,29487520,53,2020
G011,12568704,53,2020
G015,1803420,53,2020
H001,125697737,53,2020
H003,1225812232,53,2020
H005,7134484,53,2020
H006,19883784,53,2020
H007,456875020,53,2020
H007A,2143508,53,2020
H008,3902535,53,2020
H009,82151237,53,2020
H010,8898316,53,2020
H012,16674281,53,2020
H013,37309340,53,2020
H014,4237008,53,2020
H015,17264146,53,2020
H016,3830534,53,2020
H017,149678833,53,2020
H019,3246293,53,2020
H022,12085488,53,2020
H023,3073588765,53,2020
H026,27735739,53,2020
H027,1699638211,53,2020
H028,97432799,53,2020
H030,5685814,53,2020
H032,20457352,53,2020
H033,7374021,53,2020
H035,4053166,53,2020
H037,4463626,53,2020
H038,8112403,53,2020
H039,172527258,53,2020
H040,25198189,53,2020
H041,1639986324,53,2020
J001,30237304,53,2020
J002,121775078,53,2020
J003,13245167,53,2020
J005,10493784,53,2020
J007,48865281,53,2020
J009,46076560,53,2020
J012,15525153,53,2020
J013,6576385,53,2020
J016,21199637,53,2020
J017,7173538,53,2020
J020,8665611,53,2020
J021,13037918,53,2020
J022,10797304,53,2020
J023,13835170,53,2020
J024,7470788,53,2020
J025,7602155,53,2020
J028,7260281,53,2020
J030,21989377,53,2020
J031,12260699,53,2020
J034,548034,53,2020
J035,18268598,53,2020
J037,1955695400,53,2020
JFK01,357737,53,2020
JFK02,625430,53,2020
JFK03,3449106,53,2020
K017,8631952,53,2020
K019,13299829,53,2020
K022,8516678,53,2020
K024,11655009,53,2020
K025,27115971,53,2020
K026,177231331,53,2020
N001,277074910,53,2020
N002A,18853062,53,2020
N003,33530466,53,2020
N006A,1454003946,53,2020
N007A,21123584,53,2020
N009,1655181434,53,2020
N010,256467503,53,2020
N011,123157277,53,2020
N012,61679839,53,2020
N013,13405243,53,2020
N016A,11410219,53,2020
N017,16989738,53,2020
N019,42449262,53,2020
N020,79387019,53,2020
N022,190244238,53,2020
N023,2168048,53,2020
N024,6958181,53,2020
N025,25055575,53,2020
N026,88993347,53,2020
N029,185745477,53,2020
N030,9222529,53,2020
N034,67997892,53,2020
N035,18970167,53,2020
N037,31392701,53,2020
N039,11328009,53,2020
N040,21103831,53,2020
N043,26393059,53,2020
N044,32277147,53,2020
N045,96724854,53,2020
N046,16262519,53,2020
N049,651245111,53,2020
N051,1474482469,53,2020
N056,660688526,53,2020
N057,34983651,53,2020
N060,104280242,53,2020
N062,2215934693,53,2020
N062A,162342726,53,2020
N063,57503697,53,2020
N063A,4991711526,53,2020
N067,44947450,53,2020
N068,24355067,53,2020
N069,24864818,53,2020
N070,132879806,53,2020
N071,17852794,53,2020
N072,1286224017,53,2020
N073,21149192,53,2020
N075,105355265,53,2020
N076,25121591,53,2020
N077,283682545,53,2020
N078,2155298446,53,2020
N080,39841983,53,2020
N083,66680230,53,2020
N086,9946106,53,2020
N087,13859274,53,2020
N089,944479552,53,2020
N090,19558733,53,2020
N091,1225016519,53,2020
N092,416593136,53,2020
N094,1602011265,53,2020
N095,29416822,53,2020
N095A,26411030,53,2020
N098,622574560,53,2020
N100,2743721190,53,2020
N101,11191443,53,2020
N102,151941116,53,2020
N103,166371919,53,2020
N108,45700037,53,2020
N110,1982315111,53,2020
N111,14087232,53,2020
N112A,156711055,53,2020
N113,10612259,53,2020
N114,71985701,53,2020
N116,25644228,53,2020
N117,15367284,53,2020
N118,4233794,53,2020
N119,9794644,53,2020
N120,44443137,53,2020
N120A,115991379,53,2020
N121B,29270214,53,2020
N122,11099788,53,2020
N123B,3922164,53,2020
N124,56432809,53,2020
N125,7386489,53,2020
N126,13911099,53,2020
N127,9555596,53,2020
N128,21394986,53,2020
N129,1231762306,53,2020
N130,126892392,53,2020
N131,9731812,53,2020
N133,6079313,53,2020
N134,16018937,53,2020
N135,141148243,53,2020
N137,1691156578,53,2020
N138,53525044,53,2020
N139,8252171,53,2020
N141,31598993,53,2020
N181,6567532,53,2020
N181A,55152455,53,2020
N182,7326906,53,2020
N183,1503001,53,2020
N184,6738330,53,2020
N185,5124740,53,2020
N186,118989981,53,2020
N187,106196345,53,2020
N191,12801265,53,2020
N192,118303942,53,2020
N193,2577351,53,2020
N194,3025515,53,2020
N195,2740827,53,2020
N196,4119145,53,2020
N202,9503066,53,2020
N203,3613297312,53,2020
N205,735747148,53,2020
N206,938410,53,2020
N207,3628451152,53,2020
N208,1273653817,53,2020
N209,11666020,53,2020
N210,7279024,53,2020
N212,7909122,53,2020
N213,605147293,53,2020
N215,1491256869,53,2020
N217,27744071,53,2020
N218,1083631,53,2020
N220,357168135,53,2020
N221,907439533,53,2020
N222,8392442,53,2020
N223,1973201,53,2020
N224,15206565,53,2020
N225,347418711,53,2020
N300,14132637,53,2020
N301,17618551,53,2020
N303,66781471,53,2020
N304,42614399,53,2020
N305,354773929,53,2020
N305A,1491474986,53,2020
N306,825281227,53,2020
N307,5400805,53,2020
N309A,87101829,53,2020
N310,8589282,53,2020
N311,104245372,53,2020
N312,3836373,53,2020
N314,28917226,53,2020
N315,38396355,53,2020
N316,1299582,53,2020
N316A,16029300,53,2020
N317,1634177,53,2020
N318,18743242,53,2020
N319,7798755,53,2020
N322,24537626,53,2020
N323,24408062,53,2020
N324,122737625,53,2020
N325A,1951976079,53,2020
N327,86973068,53,2020
N329,34383956,53,2020
N329A,978506,53,2020
N330,45354026,53,2020
N330C,16819666,53,2020
N331,32936297,53,2020
N332,18077262,53,2020
N333,21676357,53,2020
N333A,37112081,53,2020
N333B,25298048,53,2020
N334B,477755256,53,2020
N335,63061770,53,2020
N336,56074147,53,2020
N337,20479755,53,2020
N338,85160844,53,2020
N338B,16635486,53,2020
N339,4106255,53,2020
N339A,19921688,53,2020
N340,12567976,53,2020
N340A,19568149,53,2020
N342,1317787870,53,2020
N343,74252783,53,2020
N400A,2690155321,53,2020
N401,4724371,53,2020
N405,21630671,53,2020
N408A,13201947,53,2020
N409,28671076,53,2020
N412,21161527,53,2020
N414,3974259,53,2020
N414A,7170305,53,2020
N415,10097015,53,2020
N416,546399,53,2020
N417,25291871,53,2020
N418,248010756,53,2020
N419,51261584,53,2020
N420B,5250515,53,2020
N422,16419148,53,2020
N500,139327503,53,2020
N501,1986487355,53,2020
N501A,50928142,53,2020
N502,1848459756,53,2020
N503,36796383,53,2020
N504,287190601,53,2020
N505,1133846710,53,2020
N506,1838672043,53,2020
N507,43274126,53,2020
N508,3080147774,53,2020
N509,11951307,53,2020
N510,14252522,53,2020
N511,3587388,53,2020
N512,9813101,53,2020
N513,6251298,53,2020
N519,36440093,53,2020
N519A,1942536011,53,2020
N520,307128705,53,2020
N521,90279998,53,2020
N523,47728396,53,2020
N525,28595085,53,2020
N526,10985995,53,2020
N528,137553433,53,2020
N529,19689624,53,2020
N530,29624209,53,2020
N531,6519125,53,2020
N532,21455598,53,2020
N533,376380,53,2020
N534,2610257483,53,2020
N535,36490733,53,2020
N536,9991377,53,2020
N537,28640338,53,2020
N539,13320923,53,2020
N541,6610925,53,2020
N542,131251101,53,2020
N543,9468952,53,2020
N544,543582713,53,2020
N545,131768333,53,2020
N546,40469242,53,2020
N547,68811697,53,2020
N548,10249067,53,2020
N549,20757564,53,2020
N550,1759290262,53,2020
N551,9998783,53,2020
N553,5018080,53,2020
N554,139095986,53,2020
N555,1186078420,53,2020
N556,14445740,53,2020
N557,3231921,53,2020
N558,118771968,53,2020
N559,1473280800,53,2020
N561,3538187,53,2020
N562,8517746,53,2020
N600,38069462,53,2020
N601,1787715987,53,2020
N601A,7622725,53,2020
N602,17639388,53,2020
N603,47823528,53,2020
N604,17036807,53,2020
N605,172563637,53,2020
N606,1268089223,53,2020
N607,32798676,53,2020
N700,136478860,53,2020
N700A,9762546,53,2020
N701,51982459,53,2020
N701A,7806513,53,2020
N702,10307104,53,2020
N702A,8541594,53,2020
PTH01,793001,53,2020
PTH02,1955070,53,2020
PTH03,5694019,53,2020
PTH04,3932510,53,2020
PTH05,3620497,53,2020
PTH06,1531299,53,2020
PTH07,3669758,53,2020
PTH09,1208038,53,2020
PTH10,448843,53,2020
PTH11,1863071,53,2020
PTH12,1093266,53,2020
PTH13,1240209,53,2020
PTH16,1552850,53,2020
PTH17,4893520,53,2020
PTH18,2659804,53,2020
PTH19,1281486,53,2020
PTH20,144243,53,2020
PTH21,305002,53,2020
PTH22,5489594,53,2020
R101,164240124,53,2020
R102,33092327,53,2020
R103,10270269,53,2020
R106,1501,53,2020
R107,732208490,53,2020
R107D,3803171,53,2020
R108,798631,53,2020
R108A,103288,53,2020
R109,828693,53,2020
R110,30221618,53,2020
R111,32196693,53,2020
R112,15457066,53,2020
R112A,7967299,53,2020
R113,8267024,53,2020
R114,4941695,53,2020
R115,6966561,53,2020
R116,2190196102,53,2020
R117,25139477,53,2020
R118,3219659,53,2020
R119,12162224,53,2020
R120,1592515,53,2020
R121,15642381,53,2020
R122,6546232,53,2020
R123,10270972,53,2020
R124,7252424,53,2020
R125,36795036,53,2020
R126,4069900,53,2020
R127,1481632809,53,2020
R128,33838472,53,2020
R129,25572306,53,2020
R130,103959245,53,2020
R131,26239088,53,2020
R132,2837256,53,2020
R133,21140997,53,2020
R134,13274430,53,2020
R135,39277988,53,2020
R137,5451709,53,2020
R138,1753340619,53,2020
R139,15907475,53,2020
R141,28058311,53,2020
R142,1342509764,53,2020
R143,1734798683,53,2020
R145,27337631,53,2020
R147,110955376,53,2020
R151,1743887950,53,2020
R154,10909050,53,2020
R155,51320285,53,2020
R158,1064963195,53,2020
R159,123638574,53,2020
R160,52223696,53,2020
R160A,3412247,53,2020
R161A,3086541,53,2020
R161B,760420546,53,2020
R162,578201651,53,2020
R163,1748312,53,2020
R164,45503023,53,2020
R165,2764351,53,2020
R166,19426211,53,2020
R168A,36762818,53,2020
R169,59344340,53,2020
R170,51156301,53,2020
R171,5846192,53,2020
R172,117475,53,2020
R173,1217144503,53,2020
R174,21516338,53,2020
R175,7955618,53,2020
R176,59259327,53,2020
R177,139352247,53,2020
R178,29559212,53,2020
R179,5853996,53,2020
R180,8690909,53,2020
R182,5546198,53,2020
R185,726059792,53,2020
R186,9604526,53,2020
R188,161149240,53,2020
R190,5608843,53,2020
R192,8704658,53,2020
R194,51813795,53,2020
R196,25601764,53,2020
R197,642474093,53,2020
R200A,1354537010,53,2020
R201,219386062,53,2020
R202,796788899,53,2020
R203,46138897,53,2020
R203A,170411342,53,2020
R204,89914121,53,2020
R204A,1961475,53,2020
R205A,14919117,53,2020
R206,653383679,53,2020
R208,6306142,53,2020
R210,470515442,53,2020
R210A,25683697,53,2020
R215,29534655,53,2020
R216,4945226,53,2020
R217A,38008440,53,2020
R219,14627634,53,2020
R220,9821440,53,2020
R221,82756256,53,2020
R226,2004521027,53,2020
R226A,38942475,53,2020
R227,4229794,53,2020
R227A,14763727,53,2020
R228,12881980,53,2020
R229,22990771,53,2020
R230,1174671435,53,2020
R231,19428020,53,2020
R231A,16458231,53,2020
R232,30761719,53,2020
R232A,408601544,53,2020
R235,2527,53,2020
R236,644375920,53,2020
R237,1266272689,53,2020
R237B,4981358,53,2020
R238,400213815,53,2020
R238A,14354425,53,2020
R240,95133338,53,2020
R241A,23778719,53,2020
R242,71209545,53,2020
R242A,3366760,53,2020
R243,603358968,53,2020
R244,33144233,53,2020
R244A,59349526,53,2020
R245,1087138145,53,2020
R245A,138586485,53,2020
R246,71414362,53,2020
R247,16277622,53,2020
R248,249793125,53,2020
R249,993677172,53,2020
R250,167695602,53,2020
R251,736589579,53,2020
R252,51102382,53,2020
R253,16631349,53,2020
R254,24660095,53,2020
R256,15075484,53,2020
R257,18218270,53,2020
R258,3039395726,53,2020
R259,1000613758,53,2020
R260,286725182,53,2020
R261,3316366,53,2020
R262,1725512177,53,2020
R262A,2101814,53,2020
R262B,1665067,53,2020
R283,22439286,53,2020
R284,62036220,53,2020
R285,13058983,53,2020
R286,14772216,53,2020
R287,610853706,53,2020
R288,4606405930,53,2020
R289,1814808834,53,2020
R290,38851344,53,2020
R291,3694923,53,2020
R293,46610526,53,2020
R294,32769225,53,2020
R301,376370559,53,2020
R302,15064754,53,2020
R303,15792882,53,2020
R304,1715482576,53,2020
R305,802483860,53,2020
R306,882162959,53,2020
R307,1831251920,53,2020
R308,15472548,53,2020
R309,12392090,53,2020
R310,923317660,53,2020
R311,1363435663,53,2020
R312,3324426607,53,2020
R314,92957478,53,2020
R315,1486389,53,2020
R316,12271934,53,2020
R317,410735299,53,2020
R318,125136212,53,2020
R319,2382526,53,2020
R320,179008491,53,2020
R321,5151227,53,2020
R322,689341248,53,2020
R323,573764713,53,2020
R325,19581168,53,2020
R326,994999578,53,2020
R327,105036969,53,2020
R328,282313263,53,2020
R329,23026653,53,2020
R330,10801197,53,2020
R331,2720829353,53,2020
R332,916592506,53,2020
R333,1962376529,53,2020
R334,102168808,53,2020
R335,9943585,53,2020
R336,23199833,53,2020
R401,2061046452,53,2020
R402,21942094,53,2020
R403,3356126,53,2020
R404,10634966,53,2020
R405,184810803,53,2020
R406,4697940,53,2020
R407,1299162,53,2020
R408,10832036,53,2020
R409,4885037,53,2020
R410,11432358,53,2020
R411,740948230,53,2020
R412,1817830910,53,2020
R413,8785424,53,2020
R414,13628042,53,2020
R415,9602868,53,2020
R416,1019363269,53,2020
R417,259929229,53,2020
R418,25343208,53,2020
R419,2702111,53,2020
R420,19420523,53,2020
R421,12118030,53,2020
R422,9134859,53,2020
R423,182940824,53,2020
R501,144515679,53,2020
R503,7899550,53,2020
R504,37500665,53,2020
R506,7449657,53,2020
R507,608690232,53,2020
R508,134767951,53,2020
R509,34568879,53,2020
R510,8941600,53,2020
R511,36460269,53,2020
R512,61066332,53,2020
R513,33115373,53,2020
R514,67402241,53,2020
R515,38205134,53,2020
R516,30992494,53,2020
R517,126586898,53,2020
R518,61258492,53,2020
R519,42944202,53,2020
R520,22622267,53,2020
R521,24849369,53,2020
R523,1901926869,53,2020
R524,30907628,53,2020
R525,16569347,53,2020
R526,37385600,53,2020
R527,69443240,53,2020
R528,62558224,53,2020
R529,63839851,53,2020
R530,56747205,53,2020
R532,1551210219,53,2020
R532H,4831512,53,2020
R533,89593997,53,2020
R534,73021509,53,2020
R550,14764877,53,2020
R551,7000028,53,2020
R600,27810132,53,2020
R601A,8589499,53,2020
R602,30771171,53,2020
R604,32237349,53,2020
R605,9052403,53,2020
R606,20139877,53,2020
R608,7151003,53,2020
R609,7939789,53,2020
R610,48818463,53,2020
R612,190408547,53,2020
R617,9749909,53,2020
R618,5146722,53,2020
R619,31568727,53,2020
R621,1143430685,53,2020
R622,613123960,53,2020
R623,2135000,53,2020
R624,36137793,53,2020
R625,148007415,53,2020
R626,93366722,53,2020
R627,19810728,53,2020
R628,88911142,53,2020
R629,3819617,53,2020
R630,15381312,53,2020
R632,8214160,53,2020
R633,15887310,53,2020
R634,40036445,53,2020
R635,10135867,53,2020
R636,19252597,53,2020
R637,30108972,53,2020
R639,956394219,53,2020
R641,85142262,53,2020
R643,47437629,53,2020
R644,866844,53,2020
R645,17538042,53,2020
R646,1386987805,53,2020
R647,17578299,53,2020
R726,9554492,53,2020
R727,443202921,53,2020
R728,23225790,53,2020
R729,2065767002,53,2020
R730,2112261657,53,2020
S101,20401244,53,2020
S101A,1230480309,53,2020
S102,2541527,53,2020
TRAM1,1415353,53,2020
TRAM2,8239311,53,2020
A002,59431824,52,2020
A006,21453512,52,2020
A007,125667916,52,2020
A010,66678739,52,2020
A011,911989056,52,2020
A013,25549728,52,2020
A014,9169316,52,2020
A015,35396164,52,2020
A016,26793990,52,2020
A021,30094046,52,2020
A022,146735783,52,2020
A025,82062053,52,2020
A027,13134806,52,2020
A029,24246566,52,2020
A030,137238970,52,2020
A031,21307361,52,2020
A033,122830630,52,2020
A034,30542372,52,2020
A035,9759789,52,2020
A037,41828140,52,2020
A038,31209993,52,2020
A039,75130969,52,2020
A041,64222312,52,2020
A042,11025598,52,2020
A043,779012333,52,2020
A046,215278652,52,2020
A047,328353396,52,2020
A049,2579872078,52,2020
A050,24254868,52,2020
A052,1617804,52,2020
A053,2611818,52,2020
A054,16848075,52,2020
A055,129442061,52,2020
A058,264077285,52,2020
A060,21186468,52,2020
A061,38347114,52,2020
A064,13180342,52,2020
A066,2073907806,52,2020
A069,20731606,52,2020
A071,12416132,52,2020
A077,1667712055,52,2020
A081,121178677,52,2020
A082,38693697,52,2020
A083,10168870,52,2020
A084,2364279,52,2020
A085,0,52,2020
B004,38004196,52,2020
B009,13626909,52,2020
B010,6102477,52,2020
B012,1577751361,52,2020
B013,30127843,52,2020
B014,42234577,52,2020
B015,30276284,52,2020
B016,56567120,52,2020
B017,11926706,52,2020
B018,10253624,52,2020
B019,52036180,52,2020
B020,121356676,52,2020
B021,23618326,52,2020
B022,115143482,52,2020
B023,1184227993,52,2020
B024,819847838,52,2020
B024A,12675620,52,2020
B025,98709893,52,2020
B026,111375675,52,2020
B027,49003686,52,2020
B028,3033205,52,2020
B029,50776238,52,2020
B031,29897240,52,2020
B032,7894399,52,2020
B034,11322053,52,2020
C001,103521108,52,2020
C003,189816657,52,2020
C004,203687984,52,2020
C008,3439760183,52,2020
C009,683963145,52,2020
C010,21580382,52,2020
C011,7304256,52,2020
C012,260794584,52,2020
C014,27679339,52,2020
C015,6826292,52,2020
C016,15216781,52,2020
C017,6749813,52,2020
C018,47392188,52,2020
C019,14380567,52,2020
C020,124435754,52,2020
C021,18514577,52,2020
C022,2326208,52,2020
C023,1581609914,52,2020
C024,32745563,52,2020
C025,41148875,52,2020
C026,5879778,52,2020
C027,22155603,52,2020
C028,274942867,52,2020
D001,881455,52,2020
D002,20675760,52,2020
D003,12507895,52,2020
D004,2247175,52,2020
D005,12997508,52,2020
D006,3759937,52,2020
D008,2081377935,52,2020
D009,18349574,52,2020
D010,5680766,52,2020
D011,1846957928,52,2020
D012,19457585,52,2020
D015,11330138,52,2020
D016,5555382,52,2020
E001,31462898,52,2020
E003,9220723,52,2020
E004,13461054,52,2020
E005,13338042,52,2020
E009,27507548,52,2020
E011,32710911,52,2020
E012,23272424,52,2020
E013,9679147,52,2020
E014,284487821,52,2020
E015,11159655,52,2020
E016,13418730,52,2020
G001,635760622,52,2020
G009,29471439,52,2020
G011,12566225,52,2020
G015,1801842,52,2020
H001,125674190,52,2020
H003,1225812631,52,2020
H005,7132272,52,2020
H006,19877708,52,2020
H007,456869059,52,2020
H007A,2130706,52,2020
H008,3893979,52,2020
H009,82127828,52,2020
H010,8891816,52,2020
H012,16669186,52,2020
H013,37300630,52,2020
H014,4234268,52,2020
H015,17256126,52,2020
