,complex,area,scp,df_len,dt_min,dt_max,dt_avg_step,tdiff_min,tdiff_med,tdiff_mean,tdiff_max,dt_offset,idiff_min,idiff_med,idiff_mean,idiff_max,idiff_10lgst,idiff_neg_ct,idiff_zero_ct,idiff_pos_ct,idiffpt_min,idiffpt_med,idiffpt_mean,idiffpt_max,inegset_ct,inegset_avg_len,odiff_min,odiff_med,odiff_mean,odiff_max,odiff_10lgst,odiff_neg_ct,odiff_zero_ct,odiff_pos_ct,odiffpt_min,odiffpt_med,odiffpt_mean,odiffpt_max,onegset_ct,onegset_avg_len
4380,358,R644,01-06-01,14951,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:00,0 days 00:00:08,0 days 04:00:00,0 days 04:00:00.963146277,14 days 04:00:00,1,0.0,8.0,40.362918868303126,447873.0,"[447873.0, 1048.0, 60.0, 58.0, 51.0, 49.0, 49.0, 49.0, 49.0, 47.0]",0,2306,12645,0.0,8.0,40.610297330094696,447873.0,0.0,0,0.0,171.0,720.4594341515618,7432819.0,"[7432819.0, 21506.0, 1724.0, 1542.0, 1210.0, 1126.0, 1046.0, 913.0, 874.0, 871.0]",0,179,14772,0.0,173.0,720.7266172561441,7432819.0,0.0,0
4381,635,R101,02-06-04,9359,2017-05-31 17:00:00,2021-08-06 21:00:00,0 days 03:55:07.661074901,0 days 00:00:01,0 days 04:00:00,0 days 03:55:09.199700822,7 days 00:00:00,1,0.0,0.0,0.02692595362752431,24.0,"[24.0, 9.0, 8.0, 7.0, 7.0, 6.0, 6.0, 4.0, 4.0, 3.0]",0,9197,162,0.0,0.0,0.029206345608424725,24.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,9359,0,0.0,0.0,0.0,0.0,0.0,0
4382,629,N409,00-06-00,15027,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:47.171092034,0 days 00:00:11,0 days 04:00:00,0 days 03:58:48.129367139,14 days 04:00:00,1,-7630126.0,101.0,15.653024555799561,5252064.0,"[7630126.0, 5252064.0, 23179.0, 2739.0, 1243.0, 1140.0, 1068.0, 1001.0, 958.0, 900.0]",2,1155,13870,-206219.62162162163,106.0,511.9347291628655,5252064.0,2.0,1.0,-2084781.0,44.0,34.05629866240766,1690621.0,"[2084781.0, 1690621.0, 3514.0, 856.0, 829.0, 790.0, 785.0, 751.0, 689.0, 658.0]",2,891,14134,-56345.43243243243,45.0,169.57231456268272,1690621.0,2.0,1.0
4383,242,N543,00-00-03,4,2016-08-22 21:00:00,2016-08-23 09:00:00,0 days 03:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,1,1.0,3.5,12067.75,48263.0,"[48263.0, 5.0, 2.0, 1.0]",0,0,4,1.0,3.5,12067.75,48263.0,0.0,0,4.0,18.0,69594.75,278339.0,"[278339.0, 19.0, 17.0, 4.0]",0,0,4,4.0,18.0,69594.75,278339.0,0.0,0
4384,165,N077,02-00-00,15004,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:09.133564382,0 days 00:01:17,0 days 04:00:00,0 days 03:59:10.093308451,0 days 08:00:00,0,0.0,124.0,206.30278592375367,311881.0,"[311881.0, 1028.0, 1023.0, 846.0, 844.0, 817.0, 815.0, 814.0, 804.0, 802.0]",0,592,14412,0.0,127.0,207.16395216550288,311881.0,0.0,0,0.0,242.0,317.787123433751,433760.0,"[433760.0, 1228.0, 1173.0, 1173.0, 1160.0, 1155.0, 1155.0, 1151.0, 1141.0, 1139.0]",0,391,14613,0.0,245.0,320.2373487491993,433760.0,0.0,0
4385,362,R421,00-06-01,14816,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:02:11.209503239,0 days 00:01:19,0 days 04:00:00,0 days 04:02:12.181425485,14 days 04:00:00,1,0.0,0.0,17.69330453563715,262144.0,"[262144.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,14815,1,0.0,0.0,3.53866090712743,52428.8,0.0,0,-256.0,0.0,0.0019573434125269976,97.0,"[256.0, 97.0, 21.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 5.0]",1,14713,102,-51.2,0.0,0.015322609356086678,97.0,1.0,0.0
4386,60,E003,00-05-00,15052,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:23.374966781,0 days 00:00:14,0 days 04:00:00,0 days 03:58:24.331650279,3 days 00:00:00,1,-270281.0,13.0,0.9045973956949243,123985.0,"[270281.0, 147465.0, 123985.0, 556.0, 341.0, 340.0, 324.0, 321.0, 318.0, 304.0]",2,1868,13182,-54056.2,13.0,22.123519851173576,123985.0,2.0,1.0,-413552.0,25.0,1.7125298963592879,201425.0,"[413552.0, 234229.0, 201425.0, 833.0, 178.0, 165.0, 155.0, 150.0, 138.0, 131.0]",3,654,14395,-82710.4,25.0,34.50757279867616,201425.0,3.0,0.6666666666666666
4387,458,R520,01-00-00,242,2021-06-27 16:00:00,2021-08-06 20:00:00,0 days 03:59:00.495867768,0 days 01:35:40,0 days 04:00:00,0 days 04:00:00,0 days 08:00:00,0,0.0,85.0,85.28099173553719,459.0,"[459.0, 268.0, 252.0, 251.0, 248.0, 247.0, 223.0, 210.0, 197.0, 191.0]",0,5,237,0.0,85.0,85.51703726213924,376.30662020905925,0.0,0,0.0,94.0,91.2107438016529,255.0,"[255.0, 241.0, 231.0, 226.0, 212.0, 201.0, 200.0, 195.0, 187.0, 187.0]",0,4,238,0.0,94.5,91.22247206867475,255.0,0.0,0
4388,20,A047,00-03-01,15092,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:45.465147097,0 days 00:00:11,0 days 04:00:00,0 days 03:57:46.419294990,0 days 08:00:00,0,-1431915.0,30.0,58.77484760137821,1391677.0,"[1431915.0, 1391677.0, 636.0, 527.0, 507.0, 500.0, 435.0, 392.0, 360.0, 353.0]",1,1081,14010,-1431915.0,30.0,59.48524180128603,1391677.0,1.0,1.0,-337036.0,6.0,13.475815001325206,328180.0,"[337036.0, 328180.0, 168.0, 138.0, 133.0, 127.0, 124.0, 122.0, 122.0, 121.0]",1,2465,12626,-337036.0,6.0,14.04013598214829,328180.0,1.0,1.0
4389,353,R635,00-00-00,14943,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:07.709295322,0 days 00:00:22,0 days 04:00:00,0 days 04:00:08.672957237,14 days 04:00:00,0,0.0,71.0,263.4541925985411,2206504.0,"[2206504.0, 11469.0, 4681.0, 738.0, 726.0, 677.0, 671.0, 611.0, 602.0, 601.0]",0,244,14699,0.0,72.0,264.72422528344055,2206504.0,0.0,0,0.0,123.0,391.4468982132102,3272909.0,"[3272909.0, 16893.0, 7070.0, 1133.0, 1036.0, 1016.0, 1013.0, 1002.0, 1001.0, 989.0]",0,152,14791,0.0,126.0,391.8290730164037,3272909.0,0.0,0
4390,217,N208,01-00-02,15092,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:45.465147097,0 days 00:00:09,0 days 04:00:00,0 days 03:57:46.419294990,7 days 04:00:00,1,-2340557.0,111.0,67.70348529021999,1419043.0,"[2340557.0, 1419043.0, 214009.0, 5799.0, 3006.0, 1061.0, 1054.0, 1032.0, 1031.0, 1023.0]",5,318,14769,-2340557.0,115.0,86.77642467279433,1419043.0,5.0,1.0,-628642.0,34.0,20.83812615955473,388614.0,"[628642.0, 388614.0, 56328.0, 2446.0, 836.0, 275.0, 268.0, 243.0, 225.0, 223.0]",2,294,14796,-628642.0,35.0,24.88758037464026,388614.0,2.0,2.5
4391,95,J013,00-00-00,14996,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:16.788476927,0 days 00:00:11,0 days 04:00:00,0 days 03:59:17.748732995,0 days 12:00:00,1,-3.0,307.0,423.45052013870367,779547.0,"[779547.0, 1874.0, 1874.0, 1764.0, 1740.0, 1540.0, 1488.0, 1479.0, 1479.0, 1467.0]",1,75,14920,-3927.2727272727275,309.0,426.36809208652124,779547.0,1.0,1.0,-3.0,114.0,146.5471459055748,278197.0,"[278197.0, 866.0, 717.0, 589.0, 548.0, 523.0, 513.0, 498.0, 488.0, 486.0]",2,74,14920,-3927.2727272727275,114.0,146.63147243019657,278197.0,2.0,0.5
4392,378,R294,00-00-01,14927,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:23.152676358,0 days 00:00:22,0 days 04:00:00,0 days 04:00:24.117371206,14 days 04:00:00,0,-4143515.0,107.0,552.5350706772962,6047954.0,"[6047954.0, 4143735.0, 4143515.0, 4143454.0, 4143390.0, 4143239.0, 4143179.0, 4143094.0, 4143077.0, 4143070.0]",5,191,14731,-16574060.0,109.0,-2406.602812705942,6047954.0,5.0,1.0,-2648608.0,19.0,196.77182287130702,2648659.0,"[2648659.0, 2648608.0, 2648325.0, 2648317.0, 2647881.0, 2647846.0, 2646749.0, 2646667.0, 2645757.0, 2645711.0]",5,111,14811,-3531089.3333333335,19.0,2088.2648782719793,10593300.0,5.0,1.0
4393,254,N342,01-06-01,15278,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:54:51.792119387,0 days 00:00:18,0 days 04:00:00,0 days 03:54:52.734651132,14 days 04:00:00,0,0.0,4.0,34.36261290744862,433883.0,"[433883.0, 742.0, 39.0, 38.0, 37.0, 36.0, 35.0, 35.0, 34.0, 34.0]",0,2268,13010,0.0,4.0,34.52039587002872,433883.0,0.0,0,0.0,41.0,337.1940044508444,4107454.0,"[4107454.0, 8048.0, 467.0, 448.0, 443.0, 443.0, 442.0, 421.0, 419.0, 410.0]",0,510,14768,0.0,42.0,337.4591850424724,4107454.0,0.0,0
4394,42,B012,00-00-01,14993,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:19.661175215,0 days 00:00:02,0 days 04:00:00,0 days 03:59:20.621623424,1 days 04:00:00,0,-1.0,151.0,464.8523977856333,3776056.0,"[3776056.0, 1298.0, 1202.0, 1178.0, 1113.0, 1107.0, 1100.0, 1092.0, 1092.0, 1044.0]",1,136,14856,-327.27272727272725,152.0,467.13743150612305,3776056.0,1.0,1.0,0.0,70.0,187.34416060828386,1530820.0,"[1530820.0, 1074.0, 817.0, 736.0, 664.0, 651.0, 605.0, 589.0, 587.0, 583.0]",0,32,14961,0.0,71.0,187.68249649608478,1530820.0,0.0,0
4395,375,R405,01-00-00,14936,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:14.461703267,0 days 00:00:42,0 days 04:00:00,0 days 04:00:15.425816818,14 days 04:00:00,1,-2013355772.0,42.0,8.326459560792715,2011373730.0,"[2013355772.0, 2011373730.0, 1362631.0, 4873.0, 722.0, 240.0, 194.0, 191.0, 190.0, 188.0]",1,663,14272,-671118590.6666666,42.0,97.30683021634295,670457910.0,1.0,1.0,-839005509.0,76.0,16.97080878414569,835052170.0,"[839005509.0, 835052170.0, 2944296.0, 7988.0, 1524.0, 463.0, 453.0, 422.0, 413.0, 411.0]",1,415,14520,-279668503.0,77.0,194.18673018236242,278350723.3333333,1.0,1.0
4396,333,R111,00-00-00,15049,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:26.226327330,0 days 00:00:01,0 days 04:00:00,0 days 03:58:27.183201541,14 days 04:00:00,0,-12582335.0,93.0,11.081799455113297,11746872.0,"[12582335.0, 11746872.0, 2384184.0, 55308.0, 19774.0, 6315.0, 1969.0, 1937.0, 1681.0, 1670.0]",3,846,14200,-2097055.8333333333,98.0,815.391214295168,11746872.0,3.0,1.0,-13357095.0,137.0,13.04046780516978,12407685.0,"[13357095.0, 12407685.0, 2652985.0, 59668.0, 23724.0, 5494.0, 1973.0, 1913.0, 1898.0, 1891.0]",5,265,14779,-2226182.5,140.0,898.1683760409368,12407685.0,5.0,0.6
4397,236,N533,02-03-01,3250,2020-02-13 16:00:00,2021-08-06 21:00:00,0 days 03:59:21.230769230,0 days 00:01:10,0 days 04:00:00,0 days 03:59:25.661538461,0 days 08:00:00,1,0.0,6.0,11.376307692307693,149.0,"[149.0, 148.0, 147.0, 145.0, 145.0, 139.0, 137.0, 132.0, 130.0, 129.0]",0,805,2445,0.0,6.0,11.400563817905518,149.0,0.0,0,0.0,11.0,15.490769230769232,181.0,"[181.0, 121.0, 121.0, 119.0, 115.0, 107.0, 107.0, 105.0, 104.0, 102.0]",0,359,2891,0.0,11.0,15.499707110708053,181.0,0.0,0
4398,113,K019,00-00-02,12,2019-01-28 12:00:00,2019-01-29 16:00:00,0 days 02:20:00,0 days 00:01:12,0 days 04:00:00,0 days 02:40:00,0 days 04:00:00,0,4.0,201.5,680363.5833333334,8162188.0,"[8162188.0, 759.0, 326.0, 323.0, 302.0, 302.0, 101.0, 25.0, 24.0, 5.0]",0,0,12,24.0,494.5941173007868,680672.0577090088,8162188.0,0.0,0,0.0,49.0,336568.4166666667,4038366.0,"[4038366.0, 119.0, 72.0, 68.0, 64.0, 53.0, 45.0, 23.0, 11.0, 0.0]",0,3,9,0.0,58.5,336618.40440236434,4038366.0,0.0,0
4399,206,N193,00-00-01,14964,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:47.489975942,0 days 00:01:19,0 days 04:00:00,0 days 03:59:48.452285485,7 days 04:00:00,0,-1198434.0,21.0,0.0067495322106388665,812090.0,"[1198434.0, 812090.0, 988.0, 153.0, 147.0, 145.0, 141.0, 133.0, 131.0, 130.0]",1,477,14486,-1198434.0,21.0,0.23230854788451033,812090.0,1.0,1.0,-1502417.0,24.0,0.023122159850307404,1042237.0,"[1502417.0, 1042237.0, 1213.0, 197.0, 169.0, 149.0, 142.0, 138.0, 137.0, 134.0]",1,108,14855,-1502417.0,24.0,0.02402911166433881,1042237.0,1.0,1.0
4400,77,D012,00-06-01,7290,2018-04-16 17:00:00,2021-08-06 21:00:00,0 days 03:58:39.012345679,0 days 00:00:54,0 days 04:00:00,0 days 03:58:40.987654320,0 days 08:00:00,1,-644921.0,51.0,14.832235939643347,791.0,"[644921.0, 791.0, 782.0, 770.0, 763.0, 755.0, 754.0, 754.0, 750.0, 748.0]",1,405,6884,-644921.0,52.0,17.135494096449655,1466.6666666666667,1.0,1.0,-390497.0,34.0,13.960082304526749,564.0,"[390497.0, 564.0, 547.0, 535.0, 528.0, 527.0, 525.0, 523.0, 521.0, 520.0]",1,190,7099,-390497.0,35.0,14.113602893202902,564.0,1.0,1.0
4401,32,C018,00-00-03,15090,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:47.355864811,0 days 00:01:04,0 days 04:00:00,0 days 03:57:48.310139165,0 days 12:00:00,1,0.0,136.0,613.110337972167,6403281.0,"[6403281.0, 1587.0, 1554.0, 1076.0, 958.0, 947.0, 943.0, 915.0, 910.0, 884.0]",0,69,15021,0.0,145.0,617.6712623701159,6403281.0,0.0,0,0.0,123.0,442.96156394963555,4628254.0,"[4628254.0, 1139.0, 971.0, 891.0, 830.0, 786.0, 784.0, 700.0, 684.0, 626.0]",0,105,14985,0.0,125.0,446.4049638259482,4628254.0,0.0,0
4402,194,N139,00-00-01,14974,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:37.881661546,0 days 00:00:09,0 days 04:00:00,0 days 03:59:38.843328435,7 days 04:00:00,1,0.0,29.0,339.8945505542941,4104795.0,"[4104795.0, 198055.0, 2413.0, 629.0, 606.0, 577.0, 571.0, 562.0, 559.0, 516.0]",0,855,14119,0.0,29.0,340.7749318257674,4104795.0,0.0,0,-307469.0,8.0,2.219447041538667,98933.0,"[307469.0, 98933.0, 1276.0, 325.0, 227.0, 185.0, 165.0, 163.0, 161.0, 157.0]",1,1125,13848,-307469.0,8.0,2.2523814693290642,98933.0,1.0,0.0
4403,414,R201,00-03-01,15051,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:24.325294,0 days 00:01:07,0 days 04:00:00,0 days 03:58:25.282041060,14 days 04:00:00,0,0.0,66.0,439.46893894093415,4871160.0,"[4871160.0, 12077.0, 731.0, 682.0, 676.0, 629.0, 626.0, 592.0, 577.0, 568.0]",0,582,14469,0.0,68.0,441.84321793723035,4871160.0,0.0,0,0.0,30.0,406.01269018669853,4839429.0,"[4839429.0, 8633.0, 1653.0, 1585.0, 1577.0, 1538.0, 1472.0, 1464.0, 1459.0, 1452.0]",0,472,14579,0.0,31.0,410.2402281492565,4839429.0,0.0,0
4404,243,N546,00-05-00,15049,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:26.226327330,0 days 00:00:18,0 days 04:00:00,0 days 03:58:27.183201541,14 days 04:00:00,0,0.0,0.0,0.17024387002458635,1613.0,"[1613.0, 12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 7.0, 7.0, 6.0]",0,14282,767,0.0,0.0,0.1703835541719411,1613.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15049,0,0.0,0.0,0.0,0.0,0.0,0
4405,236,N532,00-00-00,14898,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:51.228352799,0 days 00:00:00,0 days 04:00:00,0 days 04:00:52.194925493,14 days 04:00:00,1,-8247195.0,182.0,566.9634179084441,8247288.0,"[8247288.0, 8247195.0, 5083543.0, 21679.0, 1311.0, 1294.0, 1278.0, 1271.0, 1238.0, 1209.0]",1,347,14550,-118759608000.0,183.0,-7970392.174493681,8247288.0,1.0,1.0,-4046831.0,123.0,283.1921734461001,4046872.0,"[4046872.0, 4046831.0, 2277690.0, 10915.0, 711.0, 675.0, 565.0, 562.0, 560.0, 536.0]",1,99,14798,-58274366400.0,125.0,-3911001.0828359867,4046872.0,1.0,1.0
4406,428,R321,01-00-00,14899,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:50.258406604,0 days 00:00:49,0 days 04:00:00,0 days 04:00:51.224914423,14 days 04:00:00,1,0.0,61.0,144.2595476206457,934006.0,"[934006.0, 8611.0, 1173.0, 536.0, 516.0, 515.0, 474.0, 472.0, 472.0, 470.0]",0,401,14498,0.0,61.0,144.4113137887678,934006.0,0.0,0,0.0,221.0,426.95294986240685,2928426.0,"[2928426.0, 24983.0, 3955.0, 1470.0, 876.0, 840.0, 831.0, 830.0, 806.0, 801.0]",0,152,14747,0.0,223.0,426.1385385669307,2928426.0,0.0,0
4407,610,R240,00-03-07,15142,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:56:58.359529784,0 days 00:00:00,0 days 04:00:00,0 days 03:56:59.310527010,14 days 04:00:00,1,-9.0,291.0,605.5558050455686,616813.0,"[616813.0, 55759.0, 19591.0, 5435.0, 4582.0, 4308.0, 3998.0, 3967.0, 3776.0, 3760.0]",2,720,14420,-14400.0,310.0,641.2613782030088,616813.0,2.0,1.0,0.0,103.0,178.8871351208559,218059.0,"[218059.0, 20676.0, 3686.0, 1959.0, 1953.0, 1502.0, 1415.0, 1345.0, 1302.0, 1247.0]",0,300,14842,0.0,110.0,185.81159874770083,218059.0,0.0,0
4408,276,N303,00-00-05,15058,2014-10-11 02:00:00,2021-08-06 22:00:00,0 days 03:58:17.675654137,0 days 00:00:11,0 days 04:00:00,0 days 03:58:18.631956435,7 days 04:00:00,2,0.0,62.0,429.34201089122064,4082885.0,"[4082885.0, 7634.0, 1283.0, 1054.0, 1031.0, 1016.0, 975.0, 958.0, 956.0, 947.0]",0,1374,13684,0.0,65.0,430.1258222655154,4082885.0,0.0,0,0.0,17.0,108.06209323947404,1046569.0,"[1046569.0, 1898.0, 524.0, 415.0, 377.0, 320.0, 304.0, 293.0, 292.0, 274.0]",0,1676,13382,0.0,17.0,109.65437024807176,1046569.0,0.0,0
4409,260,N334B,00-05-01,9696,2017-03-03 23:00:00,2021-08-06 20:00:00,0 days 04:00:07.797029702,0 days 00:00:05,0 days 04:00:00,0 days 04:00:09.282178217,7 days 08:00:00,0,-4.0,47.0,7000.878609735973,63739731.0,"[63739731.0, 3368410.0, 595.0, 542.0, 498.0, 497.0, 497.0, 494.0, 493.0, 492.0]",1,815,8880,-8228.57142857143,47.0,1523.6178549789627,10623288.5,1.0,1.0,0.0,4.0,3467.15274339934,33226760.0,"[33226760.0, 327605.0, 167.0, 150.0, 133.0, 127.0, 71.0, 58.0, 55.0, 53.0]",0,1643,8053,0.0,4.0,611.4697790980241,5537793.333333333,0.0,0
4410,14,A031,00-03-02,15028,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:46.217726909,0 days 00:00:06,0 days 04:00:00,0 days 03:58:47.175938248,0 days 20:00:00,0,-3875858.0,90.0,16.107798775618846,1522642.0,"[3875858.0, 1522642.0, 334676.0, 1377.0, 1339.0, 1295.0, 1287.0, 1270.0, 1267.0, 1229.0]",3,599,14426,-1291952.6666666667,93.0,188.86470681408068,1522642.0,3.0,1.0,-4532206.0,151.0,25.6457279744477,1804616.0,"[4532206.0, 1804616.0, 416250.0, 1234.0, 1198.0, 1171.0, 1163.0, 1157.0, 1147.0, 1145.0]",2,189,14837,-1510735.3333333333,154.0,230.41129612739763,1804616.0,2.0,1.5
4411,444,R728,00-03-00,1621,2020-11-10 23:00:00,2021-08-06 20:00:00,0 days 03:58:51.153608883,0 days 00:01:08,0 days 04:00:00,0 days 03:59:00.037014188,3 days 16:00:00,0,0.0,16.0,3492.2405922270204,5621558.0,"[5621558.0, 405.0, 183.0, 166.0, 157.0, 155.0, 151.0, 139.0, 134.0, 133.0]",0,219,1402,0.0,16.0,3493.048889115501,5621558.0,0.0,0,0.0,60.0,4095.673658235657,6515802.0,"[6515802.0, 837.0, 527.0, 523.0, 486.0, 430.0, 401.0, 378.0, 320.0, 316.0]",0,73,1548,0.0,61.0,4097.303074363952,6515802.0,0.0,0
4412,320,R132,01-06-01,1,2021-03-15 08:00:00,2021-03-15 08:00:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,4884717.0,4884717.0,4884717.0,4884717.0,[4884717.0],0,0,1,4884717.0,4884717.0,4884717.0,4884717.0,0.0,0,3981209.0,3981209.0,3981209.0,3981209.0,[3981209.0],0,0,1,3981209.0,3981209.0,3981209.0,3981209.0,0.0,0
4413,364,R419,00-05-01,13812,2015-04-23 09:00:00,2021-08-06 21:00:00,0 days 03:59:31.850564726,0 days 00:00:37,0 days 04:00:00,0 days 03:59:32.893136403,1 days 12:00:00,1,0.0,0.0,0.0028236316246741965,39.0,"[39.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,13811,1,0.0,0.0,0.0028236316246741965,39.0,0.0,0,0.0,0.0,0.013176947581812917,14.0,"[14.0, 10.0, 9.0, 9.0, 8.0, 8.0, 7.0, 4.0, 4.0, 4.0]",0,13722,90,0.0,0.0,0.012954872086906443,14.0,0.0,0
4414,398,R248,00-00-02,15013,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:00.531539332,0 days 00:00:05,0 days 04:00:00,0 days 03:59:01.490708053,14 days 04:00:00,1,-141769461.0,272.0,11.756277892493173,135902294.0,"[141769461.0, 135902294.0, 48247.0, 5216.0, 2828.0, 2704.0, 2292.0, 2267.0, 1978.0, 1860.0]",1,787,14225,-23628243.5,282.0,7892.287628914205,135902294.0,1.0,1.0,-18034601.0,59.0,4.6126690201825085,17011958.0,"[18034601.0, 17011958.0, 6423.0, 1226.0, 459.0, 444.0, 374.0, 336.0, 329.0, 325.0]",1,648,14364,-3005766.8333333335,61.0,1007.7327300922566,17011958.0,1.0,1.0
4415,84,J030,00-00-03,14985,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:27.327327327,0 days 00:00:52,0 days 04:00:00,0 days 03:59:28.288288288,3 days 12:00:00,0,-1.0,104.0,528.5771771771772,5800333.0,"[5800333.0, 3350.0, 1894.0, 854.0, 775.0, 769.0, 759.0, 759.0, 754.0, 751.0]",1,667,14317,-276.9230769230769,106.0,530.5497143058784,5800333.0,1.0,1.0,0.0,52.0,447.3755088421755,5508387.0,"[5508387.0, 2281.0, 2019.0, 925.0, 651.0, 533.0, 513.0, 505.0, 505.0, 486.0]",0,587,14398,0.0,52.0,447.1428942520311,5508387.0,0.0,0
4416,624,N091,02-06-00,14984,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:28.286171916,0 days 00:00:17,0 days 04:00:00,0 days 03:59:29.247197010,3 days 00:00:00,0,0.0,21.0,298.73731980779496,3456617.0,"[3456617.0, 1334.0, 1057.0, 883.0, 874.0, 857.0, 828.0, 817.0, 810.0, 809.0]",0,1485,13499,0.0,22.0,299.00810827090316,3456617.0,0.0,0,0.0,4.0,63.35698077949813,800599.0,"[800599.0, 537.0, 437.0, 406.0, 242.0, 232.0, 226.0, 222.0, 215.0, 209.0]",0,3049,11935,0.0,5.0,64.29155249128246,800599.0,0.0,0
4417,242,N544,01-06-01,14876,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:01:12.600161333,0 days 00:00:06,0 days 04:00:00,0 days 04:01:13.568163484,14 days 04:00:00,1,-2249622.0,170.0,216.45744823877385,1500545.0,"[2249622.0, 1500545.0, 26668.0, 8688.0, 1602.0, 1432.0, 1259.0, 1252.0, 1230.0, 1206.0]",2,265,14609,-2249622.0,173.0,217.4381037268233,1500545.0,2.0,1.0,-97331.0,11.0,17.272855606345793,104882.0,"[104882.0, 97331.0, 1525.0, 528.0, 215.0, 194.0, 193.0, 184.0, 184.0, 179.0]",1,954,13921,-97331.0,11.0,17.17121583057382,104882.0,1.0,2.0
4418,118,H005,00-00-01,15041,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:33.835516255,0 days 00:00:06,0 days 04:00:00,0 days 03:58:34.792899408,0 days 08:00:00,0,0.0,52.0,98.06515524233761,349804.0,"[349804.0, 545.0, 507.0, 493.0, 473.0, 466.0, 461.0, 433.0, 419.0, 410.0]",0,1059,13982,0.0,53.0,98.94074238490494,349804.0,0.0,0,0.0,79.0,128.85705737650423,414296.0,"[414296.0, 757.0, 644.0, 581.0, 580.0, 520.0, 517.0, 513.0, 512.0, 508.0]",0,728,14313,0.0,81.0,130.38777200497694,414296.0,0.0,0
4419,164,N071,00-03-01,11,2019-02-27 19:00:00,2021-05-24 08:00:00,74 days 05:32:43.636363636,0 days 00:01:09,0 days 04:00:00,74 days 05:54:32.727272727,718 days 22:40:30,0,1.0,297.0,478076.63636363635,4355994.0,"[4355994.0, 777769.0, 103542.0, 19045.0, 2023.0, 297.0, 103.0, 50.0, 15.0, 4.0]",0,0,11,15.0,182.27848101265823,396225.0213883162,4355994.0,0.0,0,0.0,130.0,112513.45454545454,808233.0,"[808233.0, 370007.0, 46033.0, 12360.0, 827.0, 130.0, 40.0, 13.0, 5.0, 0.0]",0,2,9,0.0,44.72981391981234,73533.66213219114,808233.0,0.0,0
4420,303,R179,01-00-01,14820,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:02:07.287449392,0 days 00:00:03,0 days 04:00:00,0 days 04:02:08.259109311,14 days 04:00:00,1,-1482085.0,86.0,3.8634278002699056,1029323.0,"[1482085.0, 1031467.0, 1029323.0, 9602.0, 9015.0, 3146.0, 1300.0, 1052.0, 663.0, 532.0]",3,857,13960,-1031467.0,87.0,84.12209806652973,1029323.0,3.0,1.0,-2641442.0,122.0,7.529284750337382,1944574.0,"[2641442.0, 1944574.0, 1656422.0, 17360.0, 16108.0, 5219.0, 2460.0, 1663.0, 1172.0, 1161.0]",3,634,14183,-1656422.0,123.0,149.4461589228612,1944574.0,3.0,1.0
