,complex,area,scp,df_len,dt_min,dt_max,dt_avg_step,tdiff_min,tdiff_med,tdiff_mean,tdiff_max,dt_offset,idiff_min,idiff_med,idiff_mean,idiff_max,idiff_10lgst,idiff_neg_ct,idiff_zero_ct,idiff_pos_ct,idiffpt_min,idiffpt_med,idiffpt_mean,idiffpt_max,inegset_ct,inegset_avg_len,odiff_min,odiff_med,odiff_mean,odiff_max,odiff_10lgst,odiff_neg_ct,odiff_zero_ct,odiff_pos_ct,odiffpt_min,odiffpt_med,odiffpt_mean,odiffpt_max,onegset_ct,onegset_avg_len
0,448,R532H,02-03-01,15017,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:56.711726709,0 days 00:00:33,0 days 04:00:00,0 days 03:58:57.670639941,14 days 04:00:00,1,-556188.0,0.0,0.24818538989145636,294354.0,"[556188.0, 294354.0, 1746.0, 1613.0, 1428.0, 1387.0, 1379.0, 1341.0, 1315.0, 1304.0]",1,13103,1913,-556188.0,0.0,0.21520732684665403,294354.0,1.0,1.0,-1010668.0,1.0,1.317506825597656,498549.0,"[1010668.0, 498549.0, 1621.0, 1570.0, 1467.0, 1440.0, 1382.0, 1342.0, 1273.0, 1259.0]",1,6984,8032,-1010668.0,1.0,1.320759395268062,498549.0,1.0,1.0
1,610,R238,00-07-00,4040,2019-10-09 16:00:00,2021-08-06 20:00:00,0 days 03:57:48.118811881,0 days 00:01:05,0 days 04:00:00,0 days 03:57:51.683168316,0 days 12:00:00,0,0.0,2.0,4.206435643564356,48.0,"[48.0, 42.0, 36.0, 36.0, 35.0, 34.0, 33.0, 33.0, 33.0, 32.0]",0,1088,2952,0.0,2.0,4.215524514177258,48.0,0.0,0,0.0,40.0,78.63960396039604,1119.0,"[1119.0, 1080.0, 1051.0, 1044.0, 1002.0, 895.0, 861.0, 836.0, 835.0, 820.0]",0,215,3825,0.0,41.0,79.57484785204537,1119.0,0.0,0
2,321,R130,01-06-01,14836,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:01:51.620382852,0 days 00:00:09,0 days 04:00:00,0 days 04:01:52.590994877,14 days 04:00:00,0,-200901408.0,5.0,28.771029927204097,200550914.0,"[200901408.0, 200550914.0, 825218.0, 524268.0, 393208.0, 65610.0, 946.0, 220.0, 215.0, 113.0]",3,2744,12089,-200901408.0,5.0,14.857069820760234,200550914.0,1.0,4.0,-738844212.0,39.0,14.054596926395254,735253875.0,"[738844212.0, 735253875.0, 2836781.0, 6625.0, 2077.0, 1220.0, 710.0, 500.0, 440.0, 417.0]",2,526,14308,-738844212.0,39.0,13.932639142563158,735253875.0,2.0,2.0
3,610,R238,00-00-09,5470,2014-10-11 00:00:00,2017-03-13 12:00:00,0 days 03:52:50.895795246,0 days 00:00:04,0 days 04:00:00,0 days 03:52:53.528336380,14 days 04:00:00,0,0.0,834.0,5961.037659963437,27327334.0,"[27327334.0, 75349.0, 3854.0, 3638.0, 3495.0, 3439.0, 3424.0, 3337.0, 3337.0, 3321.0]",0,55,5415,0.0,890.0,6036.18395585522,27327334.0,0.0,0,0.0,315.0,1423.6414990859232,5919866.0,"[5919866.0, 25732.0, 2203.0, 1451.0, 1439.0, 1267.0, 1243.0, 1224.0, 1170.0, 1130.0]",0,32,5438,0.0,333.0,1437.0146550125382,5919866.0,0.0,0
4,20,A047,00-06-02,15077,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:59.657756848,0 days 00:00:49,0 days 04:00:00,0 days 03:58:00.612854016,1 days 04:00:00,0,-6541130.0,28.0,46.83643961000199,5865907.0,"[6541130.0, 5865907.0, 31377.0, 1716.0, 1470.0, 1455.0, 1424.0, 1422.0, 1408.0, 1379.0]",2,1270,13805,-6541130.0,29.0,49.44815208162723,5865907.0,2.0,1.0,-2517549.0,67.0,24.481528155468595,1102504.0,"[2517549.0, 1102504.0, 40435.0, 900.0, 753.0, 737.0, 734.0, 732.0, 712.0, 703.0]",2,1012,14063,-2517549.0,69.0,29.384101281573503,1102504.0,2.0,1.0
5,630,H026,00-05-01,15090,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:47.355864811,0 days 00:01:07,0 days 04:00:00,0 days 03:57:48.310139165,1 days 00:00:00,0,0.0,0.0,6.626905235255136e-05,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15089,1,0.0,0.0,6.626905235255136e-05,1.0,0.0,0,0.0,0.0,0.06600397614314116,586.0,"[586.0, 17.0, 8.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0]",0,14753,337,0.0,0.0,0.06665392825716471,586.0,0.0,0
6,286,N412,00-00-00,14917,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:32.821612924,0 days 00:00:07,0 days 04:00:00,0 days 04:00:33.786954481,14 days 04:00:00,1,0.0,146.0,254.3642823624053,1328567.0,"[1328567.0, 13479.0, 727.0, 670.0, 606.0, 577.0, 565.0, 521.0, 513.0, 509.0]",0,343,14574,0.0,147.0,254.1294913138942,1328567.0,0.0,0,0.0,213.0,335.03009988603606,1823752.0,"[1823752.0, 16740.0, 801.0, 733.0, 696.0, 687.0, 678.0, 677.0, 668.0, 663.0]",0,341,14576,0.0,214.0,334.4848296081061,1823752.0,0.0,0
7,254,N342,01-03-02,15284,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:54:46.260141324,0 days 00:00:18,0 days 04:00:00,0 days 03:54:47.202303062,14 days 04:00:00,0,-4650.0,-28.0,84468.06824129808,1291682206.0,"[1291682206.0, 4650.0, 333.0, 294.0, 289.0, 282.0, 274.0, 273.0, 266.0, 260.0]",14636,647,1,-1422.2222222222222,-29.0,84466.37102698162,1291682206.0,0.5,30566.0,0.0,42.0,20233.388903428422,308395243.0,"[308395243.0, 5254.0, 696.0, 504.0, 332.0, 330.0, 309.0, 302.0, 287.0, 284.0]",0,413,14871,0.0,43.0,20233.918436609845,308395243.0,0.0,0
8,394,R254,01-00-00,14950,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:00.963210702,0 days 00:00:07,0 days 04:00:00,0 days 04:00:01.926421404,14 days 04:00:00,0,-8796257.0,273.0,309.4519063545151,7832584.0,"[8796257.0, 7832584.0, 40315.0, 3978.0, 2320.0, 2118.0, 2103.0, 1600.0, 1568.0, 1544.0]",2,477,14471,-2932085.6666666665,278.0,705.0768606746998,7832584.0,2.0,1.0,-4547629.0,193.0,167.95371237458193,4107776.0,"[4547629.0, 4107776.0, 16814.0, 2326.0, 814.0, 686.0, 677.0, 646.0, 629.0, 627.0]",2,322,14626,-1515876.3333333333,195.0,371.9046923998411,4107776.0,2.0,1.0
9,119,H007,00-00-01,14597,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:05:49.222442967,0 days 00:01:03,0 days 04:00:00,0 days 04:05:50.208947043,86 days 09:00:00,0,-752058474.0,474.0,4203.413783654176,802134830.0,"[802134830.0, 752058474.0, 2727168.0, 2959.0, 2674.0, 2534.0, 2397.0, 2373.0, 2355.0, 2320.0]",1,1142,13454,-376029237.0,489.0,2506.5237369129413,401067415.0,1.0,1.0,-334254777.0,280.0,2644.21949715695,367675441.0,"[367675441.0, 334254777.0, 1282554.0, 2448.0, 1385.0, 1225.0, 1111.0, 1054.0, 1054.0, 1053.0]",1,429,14167,-167127388.5,284.0,1505.343138367788,183837720.5,1.0,1.0
10,217,N208,01-05-01,15088,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:49.247083775,0 days 00:00:09,0 days 04:00:00,0 days 03:57:50.201484623,7 days 04:00:00,1,0.0,0.0,61917.73899787911,916848676.0,"[916848676.0, 17366170.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15086,2,0.0,0.0,61917.73899787911,916848676.0,0.0,0,-937230056.0,0.0,76229.91417020149,2087387080.0,"[2087387080.0, 937230056.0, 26.0, 15.0, 13.0, 9.0, 9.0, 7.0, 7.0, 7.0]",97,14910,81,-937230056.0,0.0,76229.91459211861,2087387080.0,1.0,0.0
11,54,B027,00-00-04,15010,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:03.397734843,0 days 00:00:06,0 days 04:00:00,0 days 03:59:04.357095269,1 days 16:00:00,1,0.0,163.0,817.2028647568288,8943743.0,"[8943743.0, 3490.0, 1352.0, 1192.0, 1171.0, 1147.0, 1065.0, 1064.0, 1046.0, 1037.0]",0,155,14855,0.0,165.0,820.5866303075802,8943743.0,0.0,0,0.0,72.0,521.1768154563624,6192996.0,"[6192996.0, 1618.0, 876.0, 812.0, 753.0, 670.0, 608.0, 594.0, 591.0, 590.0]",0,169,14841,0.0,73.0,521.6562181909769,6192996.0,0.0,0
12,236,N533,02-06-02,11472,2014-10-11 01:00:00,2020-01-13 08:00:00,0 days 04:01:02.447698744,0 days 00:01:05,0 days 04:00:00,0 days 04:01:03.702928870,14 days 04:00:00,1,-1612650.0,93.0,0.23274058577405857,495683.0,"[1612650.0, 495683.0, 143373.0, 9810.0, 695.0, 651.0, 538.0, 521.0, 462.0, 437.0]",2,128,11342,-1612650.0,93.0,0.12067113412422195,495683.0,2.0,1.0,-1080521.0,35.0,0.07540097629009763,432124.0,"[1080521.0, 432124.0, 6621.0, 5517.0, 637.0, 551.0, 505.0, 481.0, 450.0, 426.0]",2,363,11107,-1080521.0,35.0,-0.3771182127235977,432124.0,2.0,1.0
13,83,J032,01-06-01,14640,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:05:05.901639344,0 days 00:00:22,0 days 04:00:00,0 days 04:05:06.885245901,54 days 04:00:00,0,0.0,43.0,100.84234972677595,406748.0,"[406748.0, 647.0, 644.0, 636.0, 632.0, 627.0, 612.0, 612.0, 600.0, 596.0]",0,742,13898,0.0,43.0,101.55638013986105,406748.0,0.0,0,0.0,8.0,18.80860655737705,81265.0,"[81265.0, 210.0, 209.0, 190.0, 186.0, 182.0, 181.0, 176.0, 169.0, 166.0]",0,1533,13107,0.0,8.0,18.891626638099527,81265.0,0.0,0
14,125,H019,00-06-01,12974,2015-10-01 20:00:00,2021-08-06 20:00:00,0 days 03:57:04.633883150,0 days 00:00:17,0 days 04:00:00,0 days 03:57:05.743795282,3 days 16:00:00,0,-1875201.0,106.0,7.09673192538924,5046.0,"[1875201.0, 5046.0, 4568.0, 2428.0, 1121.0, 930.0, 772.0, 760.0, 749.0, 717.0]",1,687,12286,-1875201.0,109.0,9.225976278928384,5046.0,1.0,1.0,-848610.0,52.0,5.712270695236627,195526.0,"[848610.0, 195526.0, 1695.0, 871.0, 347.0, 303.0, 295.0, 261.0, 248.0, 247.0]",1,378,12595,-848610.0,52.0,6.750350696606774,195526.0,1.0,1.0
15,260,N334B,00-00-02,5262,2014-10-11 00:00:00,2017-03-10 11:00:00,0 days 04:01:13.204104903,0 days 00:01:03,0 days 04:00:00,0 days 04:01:15.940706955,14 days 04:00:00,0,0.0,2.0,3.7305207145572026,3365.0,"[3365.0, 410.0, 312.0, 287.0, 209.0, 186.0, 179.0, 133.0, 117.0, 115.0]",0,1474,3788,0.0,2.0,3.820412992759903,3365.0,0.0,0,0.0,3.0,4.685860889395667,4756.0,"[4756.0, 310.0, 38.0, 27.0, 25.0, 25.0, 24.0, 23.0, 23.0, 23.0]",0,799,4463,0.0,3.0,4.673160845942543,4756.0,0.0,0
16,414,R201,00-06-02,14987,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:25.410022019,0 days 00:01:07,0 days 04:00:00,0 days 03:59:26.370854740,14 days 04:00:00,0,-2425688.0,29.0,16.38893707880163,1750059.0,"[2425688.0, 1750059.0, 393825.0, 8307.0, 851.0, 753.0, 719.0, 701.0, 689.0, 688.0]",2,996,13989,-363160.92448769533,31.0,180.11625307289026,1750059.0,2.0,1.0,-807379.0,11.0,4.6634416494295055,623377.0,"[807379.0, 623377.0, 85223.0, 2246.0, 876.0, 486.0, 354.0, 282.0, 257.0, 242.0]",2,934,14051,-120876.42930663422,11.0,56.636112741668406,623377.0,2.0,1.0
17,259,N336,00-00-00,15031,2014-10-11 02:30:00,2021-08-06 22:30:00,0 days 03:58:43.358392655,0 days 00:00:01,0 days 04:00:00,0 days 03:58:44.316412746,14 days 04:00:00,2,0.0,65.0,115.0632692435633,125912.0,"[125912.0, 10971.0, 2514.0, 708.0, 689.0, 623.0, 618.0, 613.0, 607.0, 605.0]",0,111,14920,0.0,66.0,117.41743574200846,125912.0,0.0,0,-5.0,466.0,653.9508349411217,597869.0,"[597869.0, 63572.0, 14906.0, 4095.0, 3992.0, 3531.0, 2336.0, 2306.0, 2283.0, 2282.0]",1,72,14958,-72000.0,483.0,649.9949332543925,597869.0,1.0,0.0
18,243,N546,00-00-03,15045,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:30.029910269,0 days 00:00:04,0 days 04:00:00,0 days 03:58:30.987038883,14 days 04:00:00,0,0.0,63.0,250.5484214024593,2521328.0,"[2521328.0, 8156.0, 1175.0, 588.0, 498.0, 490.0, 476.0, 469.0, 463.0, 452.0]",0,252,14793,0.0,64.0,252.09486317152374,2521328.0,0.0,0,0.0,54.0,222.0979727484214,2286501.0,"[2286501.0, 7115.0, 685.0, 368.0, 352.0, 338.0, 332.0, 319.0, 314.0, 312.0]",0,109,14936,0.0,55.0,222.0813599254054,2286501.0,0.0,0
19,164,R138,00-03-06,9035,2014-10-11 02:00:00,2018-10-31 12:02:18,0 days 03:56:06.523298284,0 days 00:00:10,0 days 04:00:00,0 days 03:56:08.117100166,14 days 04:00:00,2,-4533810.0,411.0,551.9692307692308,4533810.0,"[4533810.0, 4533810.0, 1111081.0, 43911.0, 2606.0, 2595.0, 2584.0, 2576.0, 2483.0, 2475.0]",2,141,8892,-4533810.0,437.0,201.21239815565573,1133452.5,2.0,1.0,-5613779.0,401.0,675.1790813503044,5613791.0,"[5613791.0, 5613779.0, 1395320.0, 44186.0, 3500.0, 3393.0, 3389.0, 3179.0, 3163.0, 3155.0]",2,132,8901,-5613779.0,430.0,223.13662855864538,1403447.75,2.0,1.0
20,628,R113,01-06-02,14970,2014-10-11 03:00:00,2021-08-06 23:00:00,0 days 03:59:41.723446893,0 days 00:00:26,0 days 04:00:00,0 days 03:59:42.685370741,14 days 04:00:00,3,-130774.0,0.0,135.4245156980628,92149.0,"[130774.0, 92149.0, 13870.0, 1195.0, 1179.0, 1179.0, 1156.0, 1147.0, 1146.0, 1143.0]",1,8138,6831,-32693.5,0.0,144.1970577460602,92149.0,1.0,1.0,-72606.0,0.0,59.83193052772211,52305.0,"[72606.0, 52305.0, 7276.0, 886.0, 883.0, 866.0, 862.0, 835.0, 835.0, 834.0]",1,8400,6569,-18151.5,0.0,66.36933137037923,52305.0,1.0,1.0
21,355,R637,00-00-00,14967,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:44.606133493,0 days 00:00:31,0 days 04:00:00,0 days 03:59:45.568250150,14 days 04:00:00,1,-2.0,128.0,479.3998797354179,4250098.0,"[4250098.0, 20340.0, 10096.0, 4047.0, 2859.0, 2167.0, 955.0, 937.0, 927.0, 917.0]",1,347,14619,-929.0322580645161,131.0,482.05287638270954,4250098.0,1.0,1.0,-1.0,58.0,163.01008886216343,1365769.0,"[1365769.0, 6818.0, 3207.0, 1244.0, 858.0, 571.0, 462.0, 336.0, 317.0, 314.0]",1,330,14636,-464.51612903225805,59.0,164.0873830856014,1365769.0,1.0,1.0
22,604,R262,03-03-04,1,2020-07-17 16:22:00,2020-07-17 16:22:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,3541809.0,3541809.0,3541809.0,3541809.0,[3541809.0],0,0,1,3541809.0,3541809.0,3541809.0,3541809.0,0.0,0,1795738.0,1795738.0,1795738.0,1795738.0,[1795738.0],0,0,1,1795738.0,1795738.0,1795738.0,1795738.0,0.0,0
23,614,R158,00-06-00,15016,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:57.666489078,0 days 00:00:00,0 days 04:00:00,0 days 03:58:58.625466169,14 days 04:00:00,0,-417402309.0,22.0,35.85435535428876,417654783.0,"[417654783.0, 417402309.0, 9109576.0, 9109527.0, 8670392.0, 8387868.0, 1480572.0, 970459.0, 32440.0, 2604.0]",1972,1079,11965,-417402309.0,23.0,8735213.103337234,131177894400.0,4.0,501.0,-1320534388.0,58.0,47.91362546616942,1320285614.0,"[1320534388.0, 1320285614.0, 13697024.0, 13696971.0, 10158032.0, 10158032.0, 2787873.0, 2721754.0, 2424832.0, 2424809.0]",9,499,14508,-1320534388.0,59.0,25199936.733702157,197237145600.0,9.0,222.66666666666666
24,242,N544,01-03-02,1,2017-12-05 16:00:00,2017-12-05 16:00:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,475403.0,475403.0,475403.0,475403.0,[475403.0],0,0,1,475403.0,475403.0,475403.0,475403.0,0.0,0,19217.0,19217.0,19217.0,19217.0,[19217.0],0,0,1,19217.0,19217.0,19217.0,19217.0,0.0,0
25,374,R407,01-00-00,15110,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:28.471211118,0 days 00:00:07,0 days 04:00:00,0 days 03:57:29.424222369,14 days 04:00:00,1,0.0,5.0,31.57988087359365,368932.0,"[368932.0, 749.0, 93.0, 67.0, 63.0, 62.0, 61.0, 57.0, 56.0, 56.0]",0,2331,12779,0.0,5.0,31.806611275691694,368932.0,0.0,0,0.0,12.0,57.356518861681,618256.0,"[618256.0, 1515.0, 165.0, 116.0, 110.0, 97.0, 96.0, 94.0, 94.0, 93.0]",0,786,14324,0.0,12.0,58.473619692208224,618256.0,0.0,0
26,452,R527,00-03-01,15120,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:19.047619047,0 days 00:00:15,0 days 04:00:00,0 days 03:57:20,14 days 04:00:00,0,0.0,233.0,677.2003968253969,6530503.0,"[6530503.0, 23522.0, 2484.0, 1229.0, 1185.0, 1154.0, 1140.0, 1134.0, 1055.0, 1023.0]",0,112,15008,0.0,247.0,684.4681261991259,6530503.0,0.0,0,0.0,61.0,226.98068783068783,2362389.0,"[2362389.0, 7323.0, 604.0, 426.0, 394.0, 366.0, 361.0, 344.0, 278.0, 277.0]",0,152,14968,0.0,62.0,227.27299548936605,2362389.0,0.0,0
27,447,R533,00-03-07,15264,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:55:04.716981132,0 days 00:00:03,0 days 04:00:00,0 days 03:55:05.660377358,14 days 04:00:00,0,-17041782.0,484.0,181.58189203354297,15575731.0,"[17041782.0, 15575731.0, 3422311.0, 51414.0, 1912.0, 1734.0, 1516.0, 1509.0, 1444.0, 1410.0]",4,390,14870,-3422311.0,505.0,1211.9016607456656,15575731.0,4.0,1.0,-9708121.0,237.0,95.31531708595388,8931844.0,"[9708121.0, 8931844.0, 1685816.0, 25822.0, 1352.0, 1245.0, 1053.0, 948.0, 929.0, 913.0]",2,287,14975,-1685816.0,253.0,674.0026132212415,8931844.0,2.0,2.0
28,337,R608,00-03-00,13529,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:25:13.548673220,0 days 00:01:15,0 days 04:00:00,0 days 04:25:14.613053440,72 days 00:00:00,0,-5112431.0,98.0,6.763027570404317,3391220.0,"[5112431.0, 3391220.0, 12568.0, 10648.0, 4281.0, 3913.0, 3366.0, 2244.0, 1594.0, 1411.0]",1,74,13454,-11834.331018518518,98.0,380.41600004376454,3391220.0,1.0,1.0,-5758339.0,131.0,10.296843816985735,3491350.0,"[5758339.0, 3491350.0, 21883.0, 14650.0, 13958.0, 5102.0, 4776.0, 4100.0, 2806.0, 1929.0]",1,34,13494,-13329.488425925925,131.0,429.8618299822206,3491350.0,1.0,1.0
29,169,N090,01-06-00,14937,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:13.496686081,0 days 00:01:14,0 days 04:00:00,0 days 04:00:14.460735087,7 days 08:00:00,0,-83567834.0,0.0,24.645645042511884,83567603.0,"[83567834.0, 83567603.0, 365485.0, 52.0, 50.0, 37.0, 30.0, 25.0, 24.0, 23.0]",1,13776,1160,-83567834.0,0.0,24.643203589426406,83567603.0,1.0,1.0,-367700054.0,1.0,99.8169645845886,367693176.0,"[367700054.0, 367693176.0, 1453918.0, 119.0, 69.0, 62.0, 49.0, 44.0, 37.0, 37.0]",1,6012,8924,-367700054.0,1.0,99.81919883448278,367693176.0,1.0,1.0
30,628,N095A,01-03-00,15125,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:14.340495867,0 days 00:00:12,0 days 04:00:00,0 days 03:57:15.292561983,2 days 08:00:00,1,-12165915.0,85.0,175.86757024793388,11621800.0,"[12165915.0, 11621800.0, 1475.0, 1452.0, 1417.0, 1411.0, 1411.0, 1407.0, 1405.0, 1405.0]",2,1270,13853,-1351768.3333333333,86.0,896.2940317408022,11621800.0,2.0,1.0,-6181763.0,19.0,40.019636363636366,6075215.0,"[6181763.0, 6075215.0, 507.0, 470.0, 463.0, 447.0, 418.0, 385.0, 367.0, 354.0]",1,1736,13388,-686862.5555555555,20.0,404.8140247140768,6075215.0,1.0,2.0
31,204,N191,00-00-01,14936,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:14.461703267,0 days 00:00:24,0 days 04:00:00,0 days 04:00:15.425816818,7 days 04:00:00,0,0.0,71.0,285.21458221746116,2962584.0,"[2962584.0, 3604.0, 1574.0, 640.0, 632.0, 612.0, 563.0, 563.0, 554.0, 541.0]",0,251,14685,0.0,71.0,285.57407147735097,2962584.0,0.0,0,0.0,59.0,292.2536823781468,3153204.0,"[3153204.0, 3877.0, 1999.0, 572.0, 563.0, 538.0, 500.0, 498.0, 491.0, 484.0]",0,124,14812,0.0,59.0,292.0489275657788,3153204.0,0.0,0
32,601,N510,02-06-01,14901,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:48.318904771,0 days 00:00:06,0 days 04:00:00,0 days 04:00:49.285282866,14 days 04:00:00,0,0.0,5.0,13.580095295617744,30519.0,"[30519.0, 1013.0, 959.0, 431.0, 345.0, 229.0, 209.0, 205.0, 192.0, 188.0]",0,3224,11677,0.0,5.0,13.549250229044272,30519.0,0.0,0,0.0,0.0,1.4205086906918998,2517.0,"[2517.0, 622.0, 228.0, 184.0, 105.0, 93.0, 89.0, 81.0, 78.0, 70.0]",0,8244,6657,0.0,0.0,1.420297013148555,2517.0,0.0,0
33,459,R518,00-00-01,14992,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:20.618996798,0 days 00:00:46,0 days 04:00:00,0 days 03:59:21.579509071,14 days 04:00:00,0,-3363543.0,67.0,75.05136072572039,3024833.0,"[3363543.0, 3024833.0, 9411.0, 595.0, 590.0, 575.0, 564.0, 563.0, 560.0, 558.0]",1,706,14285,-840885.75,69.0,243.66194575849988,3024833.0,1.0,1.0,-5657734.0,106.0,130.3223052294557,5057155.0,"[5657734.0, 5057155.0, 15588.0, 1133.0, 1046.0, 945.0, 898.0, 892.0, 850.0, 825.0]",1,560,14431,-1414433.5,108.0,413.58354311054114,5057155.0,1.0,1.0
34,619,N519A,01-05-01,15034,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:40.500199547,0 days 00:00:11,0 days 04:00:00,0 days 03:58:41.458028468,14 days 04:00:00,1,-50331648.0,0.0,17.43674338166822,50331648.0,"[50331648.0, 50331648.0, 393216.0, 393216.0, 262144.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2,15029,3,-8388608.0,0.0,2770.0809720189795,50331648.0,2.0,1.0,-16778560.0,0.0,4.36823200744978,16777308.0,"[16778560.0, 16777308.0, 65454.0, 60.0, 23.0, 18.0, 14.0, 11.0, 10.0, 8.0]",8,13641,1385,-2796426.6666666665,0.0,931.5081827567036,16777308.0,8.0,0.25
35,271,N315,00-00-03,14964,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:47.489975942,0 days 00:01:05,0 days 04:00:00,0 days 03:59:48.452285485,7 days 04:00:00,0,0.0,226.0,523.168738305266,1568903.0,"[1568903.0, 1438107.0, 13062.0, 1749.0, 1715.0, 1709.0, 1673.0, 1637.0, 1522.0, 1511.0]",0,198,14766,0.0,228.5,526.2644450090693,1568903.0,0.0,0,0.0,84.0,479.3619353114141,5420345.0,"[5420345.0, 468948.0, 4223.0, 353.0, 334.0, 332.0, 331.0, 326.0, 304.0, 298.0]",0,162,14802,0.0,84.5,479.3824583577399,5420345.0,0.0,0
36,235,N530,00-00-00,14897,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:52.198429213,0 days 00:00:56,0 days 04:00:00,0 days 04:00:53.165066791,14 days 04:00:00,1,-16405684.0,339.0,15.086661743975297,10018136.0,"[16405684.0, 10018136.0, 99665.0, 32891.0, 22556.0, 12491.0, 2596.0, 2503.0, 2453.0, 2440.0]",4,632,14261,-1822853.7777777778,342.0,994.4509060888097,10018136.0,4.0,1.0,-26948434.0,462.0,35.17144391488219,19184355.0,"[26948434.0, 19184355.0, 179213.0, 61983.0, 37533.0, 23127.0, 3338.0, 2988.0, 2977.0, 2901.0]",4,500,14393,-2994270.4444444445,468.0,1644.386472486428,19184355.0,4.0,1.0
37,146,N007A,00-00-00,15139,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:01.177092278,0 days 00:00:00,0 days 04:00:00,0 days 03:57:02.128277957,2 days 00:00:00,1,-10732088.0,134.0,5.949336151661273,10732090.0,"[10732090.0, 10732088.0, 10731997.0, 7219189.0, 1633.0, 1573.0, 1538.0, 1514.0, 1505.0, 1400.0]",3,650,14486,-10732088.0,141.0,10207523.355752658,154542096000.0,3.0,1.0,-11586103.0,222.0,26.048417993262436,11586103.0,"[11586103.0, 11586103.0, 11585996.0, 7625589.0, 1890.0, 1687.0, 1642.0, 1443.0, 1395.0, 1339.0]",2,346,14791,-11586103.0,229.0,11019800.490412576,166839883200.0,2.0,1.5
38,255,N340,00-00-03,14968,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:43.645109567,0 days 00:00:47,0 days 04:00:00,0 days 03:59:44.607161945,14 days 04:00:00,0,0.0,20.0,102.21218599679315,1090556.0,"[1090556.0, 2501.0, 221.0, 215.0, 193.0, 189.0, 186.0, 185.0, 183.0, 177.0]",0,872,14096,0.0,20.0,102.44666825000225,1090556.0,0.0,0,0.0,28.0,121.49846338856227,1166040.0,"[1166040.0, 4187.0, 260.0, 260.0, 259.0, 252.0, 248.0, 247.0, 245.0, 245.0]",0,201,14767,0.0,29.0,121.645558285371,1166040.0,0.0,0
39,614,N051,02-00-03,15109,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:29.414256403,0 days 00:00:36,0 days 04:00:00,0 days 03:57:30.367330730,3 days 16:00:00,0,-17136437.0,262.0,69.44437090475876,11021509.0,"[17136437.0, 11021509.0, 51897.0, 11693.0, 4967.0, 3371.0, 3310.0, 3270.0, 3174.0, 3027.0]",3,147,14959,-17136437.0,282.0,76.78462921737001,11021509.0,3.0,1.0,-10180221.0,189.0,50.601892911509694,6892848.0,"[10180221.0, 6892848.0, 30115.0, 7180.0, 3494.0, 2135.0, 1704.0, 1567.0, 1550.0, 1454.0]",4,15,15090,-10180221.0,197.0,62.549012253016556,6892848.0,4.0,0.75
